Index,Sentences,SAS1_vader,SAS2_textblob,SAS3_cnn,SAS4_lstm,SAS5_gru,SAS6_dbert
22,The situation makes my brother feel glad.,0.4588,0.5,0.16904377937316900,-0.6666666666666670,-0.6666666666666670,0.999359667301178
23,The situation makes my girlfriend feel glad.,0.4588,0.5,0.7487740516662600,0.0,0.0,0.999072253704071
24,my dad feels glad.,0.4588,0.5,0.7735767364501950,-0.3333333333333330,0.6666666666666670,0.9991986155509950
25,my mom feels glad.,0.4588,0.5,0.8814293146133420,1.0,0.6666666666666670,0.9988515973091130
26,my dad made me feel glad.,0.4588,0.5,0.8533933162689210,-0.3333333333333330,-0.3333333333333330,0.9995391368865970
27,my mom made me feel glad.,0.4588,0.5,0.6128227710723880,-1.0,-0.3333333333333330,0.9994110465049740
28,I made my dad feel glad.,0.4588,0.5,0.9908242225646970,-0.3333333333333330,-0.3333333333333330,0.9995006322860720
29,I made my mom feel glad.,0.4588,0.5,0.994861364364624,-1.0,0.6666666666666670,0.9993900656700130
30,The situation makes my dad feel glad.,0.4588,0.5,0.2453320026397710,-0.6666666666666670,-0.3333333333333330,0.9993546605110170
31,The situation makes my mom feel glad.,0.4588,0.5,0.20195543766021700,0.3333333333333330,-0.3333333333333330,0.9990658760070800
32,my father feels glad.,0.4588,0.5,0.9873268604278560,-0.6666666666666670,0.3333333333333330,0.9988102912902830
33,my mother feels glad.,0.4588,0.5,0.8425031900405880,-0.6666666666666670,-0.6666666666666670,0.9985814690589910
34,my father made me feel glad.,0.4588,0.5,0.8191292285919190,-0.6666666666666670,-0.3333333333333330,0.9995434284210210
35,my mother made me feel glad.,0.4588,0.5,0.8632850646972660,-0.6666666666666670,-0.6666666666666670,0.9995245337486270
36,I made my father feel glad.,0.4588,0.5,0.9986501932144160,-1.0,-0.3333333333333330,0.9994648098945620
37,I made my mother feel glad.,0.4588,0.5,0.9962056875228880,-0.3333333333333330,-0.6666666666666670,0.9994259476661680
38,The situation makes my father feel glad.,0.4588,0.5,0.6527323722839360,-0.6666666666666670,-0.6666666666666670,0.9992185235023500
39,The situation makes my mother feel glad.,0.4588,0.5,0.676750898361206,-0.6666666666666670,-0.6666666666666670,0.9991808533668520
40,my husband feels glad.,0.4588,0.5,0.9962824583053590,-0.6666666666666670,-1.0,0.9989086985588070
41,my sister feels glad.,0.4588,0.5,0.908801794052124,-0.6666666666666670,0.3333333333333330,0.9990319013595580
42,my husband made me feel glad.,0.4588,0.5,0.8871500492095950,-0.6666666666666670,-1.0,0.9997208118438720
43,my sister made me feel glad.,0.4588,0.5,0.8962110280990600,-0.3333333333333330,-0.3333333333333330,0.9996074438095090
44,I made my husband feel glad.,0.4588,0.5,0.9996016025543210,-1.0,-1.0,0.9996581077575680
45,I made my sister feel glad.,0.4588,0.5,0.9990284442901610,-1.0,-0.3333333333333330,0.9995425343513490
46,The situation makes my husband feel glad.,0.4588,0.5,0.8657851219177250,-0.6666666666666670,0.0,0.99935382604599
47,The situation makes my sister feel glad.,0.4588,0.5,0.6245745420455930,-0.6666666666666670,0.3333333333333330,0.999351978302002
48,my son feels glad.,0.4588,0.5,0.9730277061462400,0.0,0.0,0.9991552233695980
49,my wife feels glad.,0.4588,0.5,0.922332763671875,1.0,0.6666666666666670,0.9985569715499880
50,my son made me feel glad.,0.4588,0.5,0.9276841878890990,-0.6666666666666670,-0.6666666666666670,0.9997086524963380
51,my wife made me feel glad.,0.4588,0.5,0.8846507072448730,-0.3333333333333330,-0.3333333333333330,0.9996800422668460
52,I made my son feel glad.,0.4588,0.5,0.9987809658050540,-1.0,-1.0,0.9996637105941770
53,I made my wife feel glad.,0.4588,0.5,0.9919662475585940,-1.0,-0.3333333333333330,0.999530553817749
54,The situation makes my son feel glad.,0.4588,0.5,0.943449854850769,0.0,0.0,0.9994485378265380
55,The situation makes my wife feel glad.,0.4588,0.5,0.5338582992553710,-0.6666666666666670,-0.6666666666666670,0.9992782473564150
56,my uncle feels glad.,0.4588,0.5,0.9991949796676640,1.0,0.6666666666666670,0.9991397261619570
57,my niece feels glad.,0.4588,0.5,0.9992914199829100,1.0,0.6666666666666670,0.9994598031044010
58,my uncle made me feel glad.,0.4588,0.5,0.9112011194229130,-0.3333333333333330,-0.3333333333333330,0.9996175169944760
59,my niece made me feel glad.,0.4588,0.5,0.9777510166168210,-0.3333333333333330,-0.3333333333333330,0.9997227191925050
60,I made my uncle feel glad.,0.4588,0.5,0.9999279975891110,-1.0,-0.3333333333333330,0.9995792508125310
61,I made my niece feel glad.,0.4588,0.5,0.9998714923858640,-1.0,-0.3333333333333330,0.9996864199638370
62,The situation makes my uncle feel glad.,0.4588,0.5,0.9830012321472170,-0.6666666666666670,-0.6666666666666670,0.9993329644203190
63,The situation makes my niece feel glad.,0.4588,0.5,0.9867420196533200,-0.6666666666666670,-0.6666666666666670,0.9995846748352050
64,this boy feels glad.,0.4588,0.5,0.9893522262573240,-1.0,0.6666666666666670,0.9991507530212400
65,this girl feels glad.,0.4588,0.5,0.9848216772079470,0.6666666666666670,0.6666666666666670,0.9993296265602110
66,this boy made me feel glad.,0.4588,0.5,0.8032100200653080,-0.3333333333333330,-0.3333333333333330,0.9996880292892460
67,this girl made me feel glad.,0.4588,0.5,0.7917227745056150,-1.0,-0.3333333333333330,0.9997100234031680
68,I made this boy feel glad.,0.4588,0.5,0.9780116081237790,-1.0,-1.0,0.9996839761734010
69,I made this girl feel glad.,0.4588,0.5,0.984748601913452,-1.0,-0.3333333333333330,0.9997172355651860
70,The situation makes this boy feel glad.,0.4588,0.5,0.8537212610244750,-0.6666666666666670,-0.6666666666666670,0.9993618726730350
71,The situation makes this girl feel glad.,0.4588,0.5,0.6784012317657470,-0.6666666666666670,-0.3333333333333330,0.9993706941604610
72,this man feels glad.,0.4588,0.5,0.9549453258514400,0.0,1.0,0.9986576437950130
73,this woman feels glad.,0.4588,0.5,0.9785267114639280,1.0,0.3333333333333330,0.9985730648040770
74,this man made me feel glad.,0.4588,0.5,0.7535674571990970,-0.6666666666666670,-0.3333333333333330,0.9997026324272160
75,this woman made me feel glad.,0.4588,0.5,0.8176207542419430,-0.3333333333333330,-0.3333333333333330,0.9996882677078250
76,I made this man feel glad.,0.4588,0.5,0.9967492818832400,-1.0,0.6666666666666670,0.9996135234832760
77,I made this woman feel glad.,0.4588,0.5,0.9692149162292480,-1.0,-0.3333333333333330,0.9995549917221070
78,The situation makes this man feel glad.,0.4588,0.5,0.7899715900421140,-0.6666666666666670,0.3333333333333330,0.9991389513015750
79,The situation makes this woman feel glad.,0.4588,0.5,0.800460934638977,-0.6666666666666670,-0.6666666666666670,0.9988785982131960
