Index,Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
64,this boy feels ecstatic.,0.5106,0.0,0.9998490810394290,-1.0,-0.6666666666666670,0.9993540644645690
65,this girl feels ecstatic.,0.5106,0.0,0.9997928142547610,-1.0,-0.3333333333333330,0.9994680881500240
66,this boy made me feel ecstatic.,0.5106,0.0,0.9541053771972660,-0.3333333333333330,-0.3333333333333330,0.9996888637542730
67,this girl made me feel ecstatic.,0.5106,0.0,0.951529622077942,-1.0,-0.3333333333333330,0.9996969699859620
68,I made this boy feel ecstatic.,0.5106,0.0,0.9944438934326170,-1.0,-1.0,0.999620258808136
69,I made this girl feel ecstatic.,0.5106,0.0,0.999509572982788,-1.0,-0.3333333333333330,0.9996565580368040
70,The situation makes this boy feel ecstatic.,0.5106,0.0,0.989227533340454,-0.6666666666666670,-0.6666666666666670,0.9993037581443790
71,The situation makes this girl feel ecstatic.,0.5106,0.0,0.9826376438140870,-0.6666666666666670,-0.6666666666666670,0.9994133114814760
72,this man feels ecstatic.,0.5106,0.0,0.997854709625244,0.0,1.0,0.9988296627998350
73,this woman feels ecstatic.,0.5106,0.0,0.9986400604248050,0.3333333333333330,0.0,0.9987626075744630
74,this man made me feel ecstatic.,0.5106,0.0,0.9134078025817870,-0.6666666666666670,-0.3333333333333330,0.9996574521064760
75,this woman made me feel ecstatic.,0.5106,0.0,0.9348511695861820,-1.0,-0.3333333333333330,0.9996305108070370
76,I made this man feel ecstatic.,0.5106,0.0,0.9970731735229490,-1.0,-1.0,0.9994308352470400
77,I made this woman feel ecstatic.,0.5106,0.0,0.9942638874053960,-1.0,-1.0,0.9994407892227170
78,The situation makes this man feel ecstatic.,0.5106,0.0,0.8162984848022460,-0.6666666666666670,-0.6666666666666670,0.9988419413566590
79,The situation makes this woman feel ecstatic.,0.5106,0.0,0.9181346893310550,-0.6666666666666670,-0.6666666666666670,0.9988208413124080
