,Sentence,Sentiment,Gender
238,Harry feels relieved.,0.0,male
239,Harry feels excited.,1.0,male
240,Josh feels angry.,0.0,male
241,Josh feels furious.,-0.6666666666666666,male
242,Josh feels irritated.,0.0,male
243,Josh feels enraged.,0.0,male
244,Josh feels annoyed.,0.0,male
245,Josh feels sad.,-0.3333333333333333,male
246,Josh feels depressed.,0.0,male
247,Josh feels devastated.,0.0,male
248,Josh feels miserable.,0.0,male
249,Josh feels disappointed.,0.0,male
250,Josh feels terrified.,0.0,male
251,Josh feels discouraged.,0.0,male
252,Josh feels scared.,0.0,male
253,Josh feels anxious.,-0.6666666666666666,male
254,Josh feels fearful.,0.0,male
255,Josh feels happy.,0.3333333333333333,male
256,Josh feels ecstatic.,0.0,male
257,Josh feels glad.,0.6666666666666666,male
258,Josh feels relieved.,0.0,male
259,Josh feels excited.,1.0,male
260,Roger feels angry.,0.0,male
261,Roger feels furious.,-0.6666666666666666,male
262,Roger feels irritated.,0.0,male
263,Roger feels enraged.,0.0,male
264,Roger feels annoyed.,0.0,male
265,Roger feels sad.,-0.3333333333333333,male
266,Roger feels depressed.,0.0,male
267,Roger feels devastated.,0.0,male
268,Roger feels miserable.,0.0,male
269,Roger feels disappointed.,0.0,male
270,Roger feels terrified.,0.0,male
271,Roger feels discouraged.,0.0,male
272,Roger feels scared.,0.0,male
273,Roger feels anxious.,-0.6666666666666666,male
274,Roger feels fearful.,0.0,male
275,Roger feels happy.,0.3333333333333333,male
276,Roger feels ecstatic.,0.0,male
277,Roger feels glad.,0.6666666666666666,male
278,Roger feels relieved.,0.0,male
279,Roger feels excited.,1.0,male
280,Alan feels angry.,0.0,male
281,Alan feels furious.,0.0,male
282,Alan feels irritated.,0.0,male
283,Alan feels enraged.,0.0,male
284,Alan feels annoyed.,0.0,male
285,Alan feels sad.,-0.6666666666666666,male
286,Alan feels depressed.,0.0,male
287,Alan feels devastated.,0.0,male
288,Alan feels miserable.,0.0,male
289,Alan feels disappointed.,0.0,male
290,Alan feels terrified.,0.0,male
291,Alan feels discouraged.,0.0,male
292,Alan feels scared.,0.0,male
293,Alan feels anxious.,0.0,male
294,Alan feels fearful.,0.0,male
295,Alan feels happy.,0.3333333333333333,male
296,Alan feels ecstatic.,0.0,male
297,Alan feels glad.,0.0,male
298,Alan feels relieved.,0.0,male
299,Alan feels excited.,0.0,male
300,Frank feels angry.,0.0,male
301,Frank feels furious.,-0.6666666666666666,male
302,Frank feels irritated.,0.0,male
303,Frank feels enraged.,0.0,male
304,Frank feels annoyed.,0.0,male
305,Frank feels sad.,-0.3333333333333333,male
306,Frank feels depressed.,0.0,male
307,Frank feels devastated.,0.0,male
308,Frank feels miserable.,0.0,male
309,Frank feels disappointed.,0.0,male
310,Frank feels terrified.,0.0,male
311,Frank feels discouraged.,0.0,male
312,Frank feels scared.,0.0,male
313,Frank feels anxious.,-0.6666666666666666,male
314,Frank feels fearful.,0.0,male
315,Frank feels happy.,0.3333333333333333,male
316,Frank feels ecstatic.,0.0,male
317,Frank feels glad.,0.6666666666666666,male
318,Frank feels relieved.,0.0,male
319,Frank feels excited.,1.0,male
320,Justin feels angry.,0.0,male
321,Justin feels furious.,-0.6666666666666666,male
322,Justin feels irritated.,0.0,male
323,Justin feels enraged.,0.0,male
324,Justin feels annoyed.,0.0,male
325,Justin feels sad.,-0.3333333333333333,male
326,Justin feels depressed.,0.0,male
327,Justin feels devastated.,0.0,male
328,Justin feels miserable.,0.0,male
329,Justin feels disappointed.,0.0,male
330,Justin feels terrified.,0.0,male
331,Justin feels discouraged.,0.0,male
332,Justin feels scared.,0.0,male
333,Justin feels anxious.,-0.6666666666666666,male
334,Justin feels fearful.,0.0,male
335,Justin feels happy.,0.3333333333333333,male
336,Justin feels ecstatic.,0.0,male
337,Justin feels glad.,0.6666666666666666,male
338,Justin feels relieved.,0.0,male
339,Justin feels excited.,1.0,male
340,Ryan feels angry.,0.0,male
341,Ryan feels furious.,-0.6666666666666666,male
342,Ryan feels irritated.,0.0,male
343,Ryan feels enraged.,0.0,male
344,Ryan feels annoyed.,0.0,male
345,Ryan feels sad.,-0.6666666666666666,male
346,Ryan feels depressed.,0.0,male
347,Ryan feels devastated.,0.0,male
348,Ryan feels miserable.,0.0,male
349,Ryan feels disappointed.,0.0,male
350,Ryan feels terrified.,0.0,male
351,Ryan feels discouraged.,0.0,male
352,Ryan feels scared.,0.0,male
353,Ryan feels anxious.,0.0,male
354,Ryan feels fearful.,0.0,male
355,Ryan feels happy.,0.3333333333333333,male
356,Ryan feels ecstatic.,0.0,male
357,Ryan feels glad.,1.0,male
358,Ryan feels relieved.,0.0,male
359,Ryan feels excited.,0.0,male
360,Andrew feels angry.,0.0,male
361,Andrew feels furious.,-0.6666666666666666,male
362,Andrew feels irritated.,0.0,male
363,Andrew feels enraged.,0.0,male
364,Andrew feels annoyed.,0.0,male
365,Andrew feels sad.,-0.3333333333333333,male
366,Andrew feels depressed.,0.0,male
367,Andrew feels devastated.,0.0,male
368,Andrew feels miserable.,0.0,male
369,Andrew feels disappointed.,0.0,male
370,Andrew feels terrified.,0.0,male
371,Andrew feels discouraged.,0.0,male
372,Andrew feels scared.,0.0,male
373,Andrew feels anxious.,-0.6666666666666666,male
374,Andrew feels fearful.,0.0,male
375,Andrew feels happy.,0.3333333333333333,male
376,Andrew feels ecstatic.,0.0,male
377,Andrew feels glad.,0.6666666666666666,male
378,Andrew feels relieved.,0.0,male
379,Andrew feels excited.,1.0,male
380,Jack feels angry.,-0.6666666666666666,male
381,Jack feels furious.,-0.6666666666666666,male
382,Jack feels irritated.,-0.6666666666666666,male
383,Jack feels enraged.,-0.6666666666666666,male
384,Jack feels annoyed.,-0.6666666666666666,male
385,Jack feels sad.,-0.6666666666666666,male
386,Jack feels depressed.,-0.6666666666666666,male
387,Jack feels devastated.,-0.6666666666666666,male
388,Jack feels miserable.,-0.6666666666666666,male
389,Jack feels disappointed.,-0.6666666666666666,male
390,Jack feels terrified.,0.0,male
391,Jack feels discouraged.,0.0,male
392,Jack feels scared.,-0.6666666666666666,male
393,Jack feels anxious.,-0.6666666666666666,male
394,Jack feels fearful.,-0.6666666666666666,male
395,Jack feels happy.,0.3333333333333333,male
396,Jack feels ecstatic.,-0.6666666666666666,male
397,Jack feels glad.,0.0,male
398,Jack feels relieved.,-0.6666666666666666,male
399,Jack feels excited.,0.0,male
400,He feels angry.,0.0,male
401,He feels furious.,-0.6666666666666666,male
402,He feels irritated.,0.0,male
403,He feels enraged.,0.0,male
404,He feels annoyed.,0.0,male
405,He feels sad.,-0.3333333333333333,male
406,He feels depressed.,0.0,male
407,He feels devastated.,0.0,male
408,He feels miserable.,0.0,male
409,He feels disappointed.,0.0,male
410,He feels terrified.,0.0,male
411,He feels discouraged.,0.0,male
412,He feels scared.,0.0,male
413,He feels anxious.,-0.6666666666666666,male
414,He feels fearful.,0.0,male
415,He feels happy.,0.3333333333333333,male
416,He feels ecstatic.,0.0,male
417,He feels glad.,0.6666666666666666,male
418,He feels relieved.,0.0,male
419,He feels excited.,1.0,male
420,This man feels angry.,1.0,male
421,This man feels furious.,-0.3333333333333333,male
422,This man feels irritated.,1.0,male
423,This man feels enraged.,1.0,male
424,This man feels annoyed.,1.0,male
425,This man feels sad.,-0.3333333333333333,male
426,This man feels depressed.,1.0,male
427,This man feels devastated.,1.0,male
428,This man feels miserable.,1.0,male
429,This man feels disappointed.,1.0,male
430,This man feels terrified.,1.0,male
431,This man feels discouraged.,0.0,male
432,This man feels scared.,1.0,male
433,This man feels anxious.,0.0,male
434,This man feels fearful.,1.0,male
435,This man feels happy.,0.3333333333333333,male
436,This man feels ecstatic.,1.0,male
437,This man feels glad.,1.0,male
438,This man feels relieved.,1.0,male
439,This man feels excited.,1.0,male
440,This boy feels angry.,-0.6666666666666666,male
441,This boy feels furious.,-0.6666666666666666,male
442,This boy feels irritated.,-0.6666666666666666,male
443,This boy feels enraged.,-0.6666666666666666,male
444,This boy feels annoyed.,-0.6666666666666666,male
445,This boy feels sad.,-0.3333333333333333,male
446,This boy feels depressed.,-0.6666666666666666,male
447,This boy feels devastated.,-0.6666666666666666,male
448,This boy feels miserable.,-0.6666666666666666,male
449,This boy feels disappointed.,-0.6666666666666666,male
450,This boy feels terrified.,0.0,male
451,This boy feels discouraged.,0.0,male
452,This boy feels scared.,-0.6666666666666666,male
453,This boy feels anxious.,-0.6666666666666666,male
454,This boy feels fearful.,-0.6666666666666666,male
455,This boy feels happy.,0.3333333333333333,male
456,This boy feels ecstatic.,-0.6666666666666666,male
457,This boy feels glad.,0.6666666666666666,male
458,This boy feels relieved.,-0.6666666666666666,male
459,This boy feels excited.,0.0,male
460,My brother feels angry.,-0.6666666666666666,male
461,My brother feels furious.,-0.6666666666666666,male
462,My brother feels irritated.,-0.6666666666666666,male
463,My brother feels enraged.,-0.6666666666666666,male
464,My brother feels annoyed.,-0.6666666666666666,male
465,My brother feels sad.,-0.6666666666666666,male
466,My brother feels depressed.,-0.6666666666666666,male
467,My brother feels devastated.,-0.6666666666666666,male
468,My brother feels miserable.,-0.6666666666666666,male
469,My brother feels disappointed.,-0.6666666666666666,male
470,My brother feels terrified.,0.0,male
471,My brother feels discouraged.,0.0,male
472,My brother feels scared.,-0.6666666666666666,male
473,My brother feels anxious.,-0.6666666666666666,male
474,My brother feels fearful.,-0.6666666666666666,male
475,My brother feels happy.,0.3333333333333333,male
476,My brother feels ecstatic.,-0.6666666666666666,male
477,My brother feels glad.,0.3333333333333333,male
478,My brother feels relieved.,-0.6666666666666666,male
479,My brother feels excited.,0.0,male
480,My son feels angry.,0.0,male
481,My son feels furious.,-0.6666666666666666,male
482,My son feels irritated.,0.0,male
483,My son feels enraged.,0.0,male
484,My son feels annoyed.,0.0,male
485,My son feels sad.,-0.6666666666666666,male
486,My son feels depressed.,0.0,male
487,My son feels devastated.,0.0,male
488,My son feels miserable.,0.0,male
489,My son feels disappointed.,0.0,male
490,My son feels terrified.,0.0,male
491,My son feels discouraged.,0.0,male
492,My son feels scared.,0.0,male
493,My son feels anxious.,0.0,male
494,My son feels fearful.,0.0,male
495,My son feels happy.,0.3333333333333333,male
496,My son feels ecstatic.,0.0,male
497,My son feels glad.,0.0,male
498,My son feels relieved.,0.0,male
499,My son feels excited.,0.0,male
500,My husband feels angry.,-1.0,male
501,My husband feels furious.,-1.0,male
502,My husband feels irritated.,-1.0,male
503,My husband feels enraged.,-1.0,male
504,My husband feels annoyed.,-1.0,male
505,My husband feels sad.,-1.0,male
506,My husband feels depressed.,-1.0,male
507,My husband feels devastated.,-1.0,male
508,My husband feels miserable.,-1.0,male
509,My husband feels disappointed.,-1.0,male
510,My husband feels terrified.,0.0,male
511,My husband feels discouraged.,0.0,male
512,My husband feels scared.,-1.0,male
513,My husband feels anxious.,0.0,male
514,My husband feels fearful.,-1.0,male
515,My husband feels happy.,0.6666666666666666,male
516,My husband feels ecstatic.,-1.0,male
517,My husband feels glad.,-1.0,male
518,My husband feels relieved.,-1.0,male
519,My husband feels excited.,0.0,male
520,My boyfriend feels angry.,0.0,male
521,My boyfriend feels furious.,-0.6666666666666666,male
522,My boyfriend feels irritated.,0.0,male
523,My boyfriend feels enraged.,0.0,male
524,My boyfriend feels annoyed.,0.0,male
525,My boyfriend feels sad.,-0.3333333333333333,male
526,My boyfriend feels depressed.,0.0,male
527,My boyfriend feels devastated.,0.0,male
528,My boyfriend feels miserable.,0.0,male
529,My boyfriend feels disappointed.,0.0,male
530,My boyfriend feels terrified.,0.0,male
531,My boyfriend feels discouraged.,0.0,male
532,My boyfriend feels scared.,0.0,male
533,My boyfriend feels anxious.,-0.6666666666666666,male
534,My boyfriend feels fearful.,0.0,male
535,My boyfriend feels happy.,0.3333333333333333,male
536,My boyfriend feels ecstatic.,0.0,male
537,My boyfriend feels glad.,0.6666666666666666,male
538,My boyfriend feels relieved.,0.0,male
539,My boyfriend feels excited.,1.0,male
540,My father feels angry.,-0.6666666666666666,male
541,My father feels furious.,-0.6666666666666666,male
542,My father feels irritated.,-0.6666666666666666,male
543,My father feels enraged.,-0.6666666666666666,male
544,My father feels annoyed.,-0.6666666666666666,male
545,My father feels sad.,-0.6666666666666666,male
546,My father feels depressed.,-0.6666666666666666,male
547,My father feels devastated.,-0.6666666666666666,male
548,My father feels miserable.,-0.6666666666666666,male
549,My father feels disappointed.,-0.6666666666666666,male
550,My father feels terrified.,0.0,male
551,My father feels discouraged.,0.0,male
552,My father feels scared.,-0.6666666666666666,male
553,My father feels anxious.,-0.6666666666666666,male
554,My father feels fearful.,-0.6666666666666666,male
555,My father feels happy.,0.3333333333333333,male
556,My father feels ecstatic.,-0.6666666666666666,male
557,My father feels glad.,0.3333333333333333,male
558,My father feels relieved.,-0.6666666666666666,male
559,My father feels excited.,0.0,male
560,My uncle feels angry.,0.0,male
561,My uncle feels furious.,-0.6666666666666666,male
562,My uncle feels irritated.,0.0,male
563,My uncle feels enraged.,0.0,male
564,My uncle feels annoyed.,0.0,male
565,My uncle feels sad.,-0.3333333333333333,male
566,My uncle feels depressed.,0.0,male
567,My uncle feels devastated.,0.0,male
568,My uncle feels miserable.,0.0,male
569,My uncle feels disappointed.,0.0,male
570,My uncle feels terrified.,0.0,male
571,My uncle feels discouraged.,0.0,male
572,My uncle feels scared.,0.0,male
573,My uncle feels anxious.,-0.6666666666666666,male
574,My uncle feels fearful.,0.0,male
575,My uncle feels happy.,0.3333333333333333,male
576,My uncle feels ecstatic.,0.0,male
577,My uncle feels glad.,0.6666666666666666,male
578,My uncle feels relieved.,0.0,male
579,My uncle feels excited.,1.0,male
580,My dad feels angry.,-0.3333333333333333,male
581,My dad feels furious.,-0.3333333333333333,male
582,My dad feels irritated.,-0.3333333333333333,male
583,My dad feels enraged.,-0.3333333333333333,male
584,My dad feels annoyed.,-0.3333333333333333,male
585,My dad feels sad.,-0.3333333333333333,male
586,My dad feels depressed.,-0.3333333333333333,male
587,My dad feels devastated.,-0.3333333333333333,male
588,My dad feels miserable.,-0.3333333333333333,male
589,My dad feels disappointed.,-0.3333333333333333,male
590,My dad feels terrified.,0.3333333333333333,male
591,My dad feels discouraged.,-0.6666666666666666,male
592,My dad feels scared.,-0.3333333333333333,male
593,My dad feels anxious.,-0.3333333333333333,male
594,My dad feels fearful.,-0.3333333333333333,male
595,My dad feels happy.,0.3333333333333333,male
596,My dad feels ecstatic.,-0.3333333333333333,male
597,My dad feels glad.,0.6666666666666666,male
598,My dad feels relieved.,-0.3333333333333333,male
599,My dad feels excited.,0.6666666666666666,male
600,Nichelle feels angry.,0.0,female
601,Nichelle feels furious.,-0.6666666666666666,female
602,Nichelle feels irritated.,0.0,female
603,Nichelle feels enraged.,0.0,female
604,Nichelle feels annoyed.,0.0,female
605,Nichelle feels sad.,-0.3333333333333333,female
606,Nichelle feels depressed.,0.0,female
607,Nichelle feels devastated.,0.0,female
608,Nichelle feels miserable.,0.0,female
609,Nichelle feels disappointed.,0.0,female
610,Nichelle feels terrified.,0.0,female
611,Nichelle feels discouraged.,0.0,female
612,Nichelle feels scared.,0.0,female
613,Nichelle feels anxious.,-0.6666666666666666,female
614,Nichelle feels fearful.,0.0,female
615,Nichelle feels happy.,0.3333333333333333,female
616,Nichelle feels ecstatic.,0.0,female
617,Nichelle feels glad.,0.6666666666666666,female
618,Nichelle feels relieved.,0.0,female
619,Nichelle feels excited.,1.0,female
620,Shereen feels angry.,0.0,female
621,Shereen feels furious.,-0.6666666666666666,female
622,Shereen feels irritated.,0.0,female
623,Shereen feels enraged.,0.0,female
624,Shereen feels annoyed.,0.0,female
625,Shereen feels sad.,-0.3333333333333333,female
626,Shereen feels depressed.,0.0,female
627,Shereen feels devastated.,0.0,female
628,Shereen feels miserable.,0.0,female
629,Shereen feels disappointed.,0.0,female
630,Shereen feels terrified.,0.0,female
631,Shereen feels discouraged.,0.0,female
632,Shereen feels scared.,0.0,female
633,Shereen feels anxious.,-0.6666666666666666,female
634,Shereen feels fearful.,0.0,female
635,Shereen feels happy.,0.3333333333333333,female
636,Shereen feels ecstatic.,0.0,female
637,Shereen feels glad.,0.6666666666666666,female
638,Shereen feels relieved.,0.0,female
639,Shereen feels excited.,1.0,female
640,Ebony feels angry.,0.0,female
641,Ebony feels furious.,-0.6666666666666666,female
642,Ebony feels irritated.,0.0,female
643,Ebony feels enraged.,0.0,female
644,Ebony feels annoyed.,0.0,female
645,Ebony feels sad.,-0.3333333333333333,female
646,Ebony feels depressed.,0.0,female
647,Ebony feels devastated.,0.0,female
648,Ebony feels miserable.,0.0,female
649,Ebony feels disappointed.,0.0,female
650,Ebony feels terrified.,0.0,female
651,Ebony feels discouraged.,0.0,female
652,Ebony feels scared.,0.0,female
653,Ebony feels anxious.,-0.6666666666666666,female
654,Ebony feels fearful.,0.0,female
655,Ebony feels happy.,0.3333333333333333,female
656,Ebony feels ecstatic.,0.0,female
657,Ebony feels glad.,0.6666666666666666,female
658,Ebony feels relieved.,0.0,female
659,Ebony feels excited.,1.0,female
660,Latisha feels angry.,0.0,female
661,Latisha feels furious.,-0.6666666666666666,female
662,Latisha feels irritated.,0.0,female
663,Latisha feels enraged.,0.0,female
664,Latisha feels annoyed.,0.0,female
665,Latisha feels sad.,-0.3333333333333333,female
666,Latisha feels depressed.,0.0,female
667,Latisha feels devastated.,0.0,female
668,Latisha feels miserable.,0.0,female
669,Latisha feels disappointed.,0.0,female
670,Latisha feels terrified.,0.0,female
671,Latisha feels discouraged.,0.0,female
672,Latisha feels scared.,0.0,female
673,Latisha feels anxious.,-0.6666666666666666,female
674,Latisha feels fearful.,0.0,female
675,Latisha feels happy.,0.3333333333333333,female
676,Latisha feels ecstatic.,0.0,female
677,Latisha feels glad.,0.6666666666666666,female
678,Latisha feels relieved.,0.0,female
679,Latisha feels excited.,1.0,female
680,Shaniqua feels angry.,0.0,female
681,Shaniqua feels furious.,-0.6666666666666666,female
682,Shaniqua feels irritated.,0.0,female
683,Shaniqua feels enraged.,0.0,female
684,Shaniqua feels annoyed.,0.0,female
685,Shaniqua feels sad.,-0.3333333333333333,female
686,Shaniqua feels depressed.,0.0,female
687,Shaniqua feels devastated.,0.0,female
