Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
my dad made me feel depressing.,-0.3818,-0.6,-0.7801845073699951,-0.3333333333333333,-0.3333333333333333,-0.9997696280479431
my mom made me feel depressing.,-0.3818,-0.6,-0.8324727416038513,-1.0,-0.3333333333333333,-0.9997699856758118
I made my dad feel depressing.,-0.3818,-0.6,-0.28026175498962397,-0.3333333333333333,-0.3333333333333333,-0.9997913837432861
I made my mom feel depressing.,-0.3818,-0.6,0.6734621524810791,-1.0,-1.0,-0.99978107213974
The situation makes my dad feel depressing.,-0.3818,-0.6,-0.9530526995658876,-0.6666666666666666,-0.6666666666666666,-0.9997942447662354
The situation makes my mom feel depressing.,-0.3818,-0.6,-0.6947944164276123,-0.6666666666666666,-0.6666666666666666,-0.999786376953125
my father feels depressing.,-0.3818,-0.6,-0.9884870052337646,-0.6666666666666666,-0.6666666666666666,-0.999775767326355
my mother feels depressing.,-0.3818,-0.6,-0.9989579319953918,-0.6666666666666666,-0.6666666666666666,-0.9997655153274536
my father made me feel depressing.,-0.3818,-0.6,-0.9584878087043762,-0.6666666666666666,-0.3333333333333333,-0.9997791051864624
my mother made me feel depressing.,-0.3818,-0.6,-0.7530343532562256,-0.6666666666666666,-0.6666666666666666,-0.9997780323028564
I made my father feel depressing.,-0.3818,-0.6,-0.1885669231414795,-1.0,-1.0,-0.9997944831848145
I made my mother feel depressing.,-0.3818,-0.6,-0.8354510664939879,-0.3333333333333333,-0.6666666666666666,-0.9997876286506653
The situation makes my father feel depressing.,-0.3818,-0.6,-0.9676613807678224,-0.6666666666666666,-0.6666666666666666,-0.9997957944869995
The situation makes my mother feel depressing.,-0.3818,-0.6,-0.9868313074111938,-0.6666666666666666,-0.6666666666666666,-0.9997883439064026
my husband feels depressing.,-0.3818,-0.6,-0.9910607933998108,-0.6666666666666666,-1.0,-0.9997850060462952
my sister feels depressing.,-0.3818,-0.6,-0.997982382774353,-0.6666666666666666,0.3333333333333333,-0.9997749924659729
my husband made me feel depressing.,-0.3818,-0.6,-0.7943452000617981,-0.6666666666666666,-1.0,-0.999780535697937
my sister made me feel depressing.,-0.3818,-0.6,-0.7526481151580809,-0.3333333333333333,-0.3333333333333333,-0.9997734427452087
I made my husband feel depressing.,-0.3818,-0.6,-0.3056479096412659,-1.0,-1.0,-0.9997950792312622
I made my sister feel depressing.,-0.3818,-0.6,-0.6514384746551514,-1.0,-0.3333333333333333,-0.9997747540473938
The situation makes my husband feel depressing.,-0.3818,-0.6,-0.9469188451766968,-0.6666666666666666,-0.6666666666666666,-0.999791145324707
The situation makes my sister feel depressing.,-0.3818,-0.6,-0.98219096660614,-0.6666666666666666,-0.6666666666666666,-0.9997909665107727
my son feels depressing.,-0.3818,-0.6,-0.9867279529571532,0.0,0.0,-0.9997609853744507
my wife feels depressing.,-0.3818,-0.6,-0.9716178178787231,-0.6666666666666666,0.0,-0.9997828602790833
my son made me feel depressing.,-0.3818,-0.6,-0.7515861988067627,-0.6666666666666666,-0.6666666666666666,-0.9997772574424744
my wife made me feel depressing.,-0.3818,-0.6,-0.7371992468833923,-0.3333333333333333,-0.3333333333333333,-0.9997875690460205
I made my son feel depressing.,-0.3818,-0.6,0.7522835731506348,-1.0,-1.0,-0.9997556805610657
I made my wife feel depressing.,-0.3818,-0.6,0.7497646808624268,-1.0,-1.0,-0.9997798800468445
The situation makes my son feel depressing.,-0.3818,-0.6,-0.6064972281455994,0.0,0.0,-0.9997671246528625
The situation makes my wife feel depressing.,-0.3818,-0.6,-0.37304747104644775,-0.6666666666666666,-0.6666666666666666,-0.9997887015342712
my uncle feels depressing.,-0.3818,-0.6,-0.9836848974227904,-0.6666666666666666,0.0,-0.9997836947441101
my niece feels depressing.,-0.3818,-0.6,0.5003476142883301,-0.6666666666666666,0.0,-0.9997596740722656
my uncle made me feel depressing.,-0.3818,-0.6,-0.7728449106216431,-0.3333333333333333,-0.3333333333333333,-0.9997721910476685
my niece made me feel depressing.,-0.3818,-0.6,-0.6172160506248474,-0.3333333333333333,-0.3333333333333333,-0.9997597336769104
I made my uncle feel depressing.,-0.3818,-0.6,0.360371470451355,-1.0,-1.0,-0.9997962117195129
I made my niece feel depressing.,-0.3818,-0.6,0.998459815979004,-1.0,-1.0,-0.9997620582580566
The situation makes my uncle feel depressing.,-0.3818,-0.6,-0.8274219632148743,-0.6666666666666666,-0.6666666666666666,-0.9997974634170532
The situation makes my niece feel depressing.,-0.3818,-0.6,0.9762469530105592,-0.6666666666666666,-0.6666666666666666,-0.9997614026069641
this boy feels depressing.,-0.3818,-0.6,-0.993157684803009,-1.0,-0.6666666666666666,-0.9997111558914185
this girl feels depressing.,-0.3818,-0.6,-0.9952713251113892,-1.0,-0.3333333333333333,-0.9997584223747253
this boy made me feel depressing.,-0.3818,-0.6,-0.7961800098419191,-0.3333333333333333,-0.3333333333333333,-0.9997361898422241
this girl made me feel depressing.,-0.3818,-0.6,-0.8066662549972534,-1.0,-0.3333333333333333,-0.9997565746307373
I made this boy feel depressing.,-0.3818,-0.6,-0.6564664244651794,-1.0,-1.0,-0.9997700452804565
I made this girl feel depressing.,-0.3818,-0.6,-0.7784314155578613,-1.0,-0.3333333333333333,-0.9997808337211609
The situation makes this boy feel depressing.,-0.3818,-0.6,-0.8726186752319336,-0.6666666666666666,-0.6666666666666666,-0.9997377395629883
The situation makes this girl feel depressing.,-0.3818,-0.6,-0.95145583152771,-0.6666666666666666,-0.6666666666666666,-0.9997555017471313
this man feels depressing.,-0.3818,-0.6,-0.9964840412139891,0.0,1.0,-0.9997616410255432
this woman feels depressing.,-0.3818,-0.6,-0.8627107739448547,0.3333333333333333,0.0,-0.9997721910476685
this man made me feel depressing.,-0.3818,-0.6,-0.8379389047622681,-0.6666666666666666,-0.3333333333333333,-0.9997784495353699
this woman made me feel depressing.,-0.3818,-0.6,-0.8088407516479492,-1.0,-0.3333333333333333,-0.9997758269309998
I made this man feel depressing.,-0.3818,-0.6,-0.235057532787323,-1.0,-1.0,-0.9997988343238831
I made this woman feel depressing.,-0.3818,-0.6,0.333878755569458,-1.0,-1.0,-0.9997926354408264
The situation makes this man feel depressing.,-0.3818,-0.6,-0.9300264120101928,-0.6666666666666666,-0.6666666666666666,-0.9997801184654236
The situation makes this woman feel depressing.,-0.3818,-0.6,-0.3945278525352478,-0.6666666666666666,-0.6666666666666666,-0.999765157699585
