Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
The situation makes my dad feel funny.,0.4404,0.25,-0.27174025774002075,-0.6666666666666666,-0.3333333333333333,0.9997208118438721
The situation makes my mom feel funny.,0.4404,0.25,-0.2075263857841492,0.3333333333333333,-0.3333333333333333,0.9996699690818787
my father feels funny.,0.4404,0.25,0.4082920551300049,-0.6666666666666666,0.3333333333333333,0.9997565150260925
my mother feels funny.,0.4404,0.25,0.3732342720031738,-0.6666666666666666,-0.6666666666666666,0.9997637271881104
my father made me feel funny.,0.4404,0.25,-0.13235652446746826,-0.6666666666666666,-0.3333333333333333,0.999839186668396
my mother made me feel funny.,0.4404,0.25,0.29914820194244385,-0.6666666666666666,-0.3333333333333333,0.9998348951339722
I made my father feel funny.,0.4404,0.25,0.9869757890701294,-1.0,-0.3333333333333333,0.9998169541358948
I made my mother feel funny.,0.4404,0.25,0.975723385810852,-0.3333333333333333,-0.3333333333333333,0.9998217225074768
The situation makes my father feel funny.,0.4404,0.25,-0.5316978096961975,-0.6666666666666666,-0.6666666666666666,0.9996615052223206
The situation makes my mother feel funny.,0.4404,0.25,0.4324691295623779,-0.6666666666666666,-0.6666666666666666,0.99967360496521
my husband feels funny.,0.4404,0.25,0.9194054603576659,-0.6666666666666666,-1.0,0.9997579455375671
my sister feels funny.,0.4404,0.25,0.0013419389724731445,0.3333333333333333,0.3333333333333333,0.999785840511322
my husband made me feel funny.,0.4404,0.25,0.5528465509414673,-0.6666666666666666,-1.0,0.9998602271080017
my sister made me feel funny.,0.4404,0.25,0.3448027372360229,-0.3333333333333333,-0.3333333333333333,0.9998406171798706
I made my husband feel funny.,0.4404,0.25,0.9935603141784668,-1.0,-1.0,0.9998191595077515
I made my sister feel funny.,0.4404,0.25,0.9952511787414552,-1.0,-0.3333333333333333,0.999763011932373
The situation makes my husband feel funny.,0.4404,0.25,-0.20570743083953846,-0.6666666666666666,-0.6666666666666666,0.9996625185012817
The situation makes my sister feel funny.,0.4404,0.25,0.08812093734741211,-0.6666666666666666,-0.6666666666666666,0.999655544757843
my son feels funny.,0.4404,0.25,0.3176320791244507,0.0,0.0,0.9998096823692322
my wife feels funny.,0.4404,0.25,0.5136315822601318,0.6666666666666666,0.6666666666666666,0.9997492432594299
my son made me feel funny.,0.4404,0.25,0.5141108036041261,-0.6666666666666666,-0.3333333333333333,0.9998688101768494
my wife made me feel funny.,0.4404,0.25,0.39730072021484375,-0.3333333333333333,-0.3333333333333333,0.9998533725738525
I made my son feel funny.,0.4404,0.25,0.9931739568710328,-1.0,-1.0,0.9998438358306885
I made my wife feel funny.,0.4404,0.25,0.965811014175415,-1.0,-0.3333333333333333,0.9997700452804565
The situation makes my son feel funny.,0.4404,0.25,0.8593239784240723,0.0,0.0,0.9997061491012573
The situation makes my wife feel funny.,0.4404,0.25,0.04054832458496094,-0.6666666666666666,-0.6666666666666666,0.9996885061264038
my uncle feels funny.,0.4404,0.25,0.8455877304077148,0.6666666666666666,0.6666666666666666,0.9997602701187134
my niece feels funny.,0.4404,0.25,0.9895070791244508,0.6666666666666666,0.6666666666666666,0.9998185634613037
my uncle made me feel funny.,0.4404,0.25,0.3504873514175415,-0.3333333333333333,-0.3333333333333333,0.9998341798782349
my niece made me feel funny.,0.4404,0.25,0.848466157913208,-0.3333333333333333,-0.3333333333333333,0.9998583197593689
I made my uncle feel funny.,0.4404,0.25,0.9893403053283693,-1.0,-0.3333333333333333,0.9997466802597046
I made my niece feel funny.,0.4404,0.25,0.9984409809112548,-1.0,-0.3333333333333333,0.9998360276222229
The situation makes my uncle feel funny.,0.4404,0.25,0.1712965965270996,-0.6666666666666666,-0.6666666666666666,0.9996477961540222
The situation makes my niece feel funny.,0.4404,0.25,0.8988969326019287,-0.6666666666666666,-0.6666666666666666,0.9997340440750122
this boy feels funny.,0.4404,0.25,0.6113485097885132,-1.0,0.6666666666666666,0.9997637271881104
this girl feels funny.,0.4404,0.25,0.7176079750061035,0.6666666666666666,-0.3333333333333333,0.999803364276886
this boy made me feel funny.,0.4404,0.25,0.24452269077301025,-0.3333333333333333,-0.3333333333333333,0.9998328685760498
this girl made me feel funny.,0.4404,0.25,0.1820814609527588,-1.0,-0.3333333333333333,0.9998323917388916
I made this boy feel funny.,0.4404,0.25,0.9260399341583252,-1.0,-0.3333333333333333,0.9997913837432861
I made this girl feel funny.,0.4404,0.25,0.885516881942749,-1.0,-0.3333333333333333,0.9998120665550232
The situation makes this boy feel funny.,0.4404,0.25,0.5585968494415283,-0.6666666666666666,-0.6666666666666666,0.99962317943573
The situation makes this girl feel funny.,0.4404,0.25,0.4072268009185791,-0.6666666666666666,-0.3333333333333333,0.9997000694274902
this man feels funny.,0.4404,0.25,0.5652264356613159,0.0,0.6666666666666666,0.9997522234916687
this woman feels funny.,0.4404,0.25,0.7471462488174438,0.6666666666666666,0.3333333333333333,0.9997349977493286
this man made me feel funny.,0.4404,0.25,0.10207581520080566,-0.6666666666666666,-0.3333333333333333,0.9998377561569214
this woman made me feel funny.,0.4404,0.25,0.2569159269332886,-0.3333333333333333,-0.3333333333333333,0.9998208284378052
I made this man feel funny.,0.4404,0.25,0.9899115562438964,-1.0,0.6666666666666666,0.9997898936271667
I made this woman feel funny.,0.4404,0.25,0.9054944515228271,-1.0,-0.3333333333333333,0.9997386932373047
The situation makes this man feel funny.,0.4404,0.25,0.4572821855545044,-0.6666666666666666,0.3333333333333333,0.9996078014373779
The situation makes this woman feel funny.,0.4404,0.25,0.6040199995040894,-0.6666666666666666,-0.6666666666666666,0.9995461702346802
