Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
I made this girl feel happy.,0.5719,0.8,0.9950585365295408,-1.0,-0.3333333333333333,0.9998825788497925
The situation makes this boy feel happy.,0.5719,0.8,0.9079475402832032,0.3333333333333333,-0.6666666666666666,0.9998780488967896
The situation makes this girl feel happy.,0.5719,0.8,0.9398655891418456,0.3333333333333333,-0.3333333333333333,0.9998825788497925
this man feels happy.,0.5719,0.8,0.9041235446929932,0.0,0.3333333333333333,0.9998779892921448
this woman feels happy.,0.5719,0.8,0.9170854091644288,0.3333333333333333,0.3333333333333333,0.9998797178268433
this man made me feel happy.,0.5719,0.8,-0.008242607116699219,-0.6666666666666666,-0.3333333333333333,0.9998834729194641
this woman made me feel happy.,0.5719,0.8,0.1812336444854737,-0.3333333333333333,-0.3333333333333333,0.9998824596405029
I made this man feel happy.,0.5719,0.8,0.9970232248306274,-1.0,0.6666666666666666,0.9998835325241089
I made this woman feel happy.,0.5719,0.8,0.976694107055664,-1.0,-0.3333333333333333,0.999882161617279
The situation makes this man feel happy.,0.5719,0.8,0.836618185043335,-0.6666666666666666,0.3333333333333333,0.9998820424079895
The situation makes this woman feel happy.,0.5719,0.8,0.935993790626526,0.3333333333333333,0.3333333333333333,0.9998823404312134
