Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
my husband feels miserable.,-0.4939,-1.0,-0.9419795870780944,-0.6666666666666666,-1.0,-0.9997300505638123
my sister feels miserable.,-0.4939,-1.0,-0.8774406313896179,-0.6666666666666666,0.3333333333333333,-0.9997102618217468
my husband made me feel miserable.,-0.4939,-1.0,-0.7629130482673645,-0.6666666666666666,-1.0,-0.9997406601905823
my sister made me feel miserable.,-0.4939,-1.0,-0.7715644836425781,-0.3333333333333333,-0.3333333333333333,-0.9997380375862122
I made my husband feel miserable.,-0.4939,-1.0,-0.12088221311569215,-1.0,-1.0,-0.9997365474700928
I made my sister feel miserable.,-0.4939,-1.0,0.39079225063323975,-1.0,-0.3333333333333333,-0.9997192025184631
The situation makes my husband feel miserable.,-0.4939,-1.0,-0.9357104897499084,-0.6666666666666666,-0.6666666666666666,-0.9997814297676086
The situation makes my sister feel miserable.,-0.4939,-1.0,-0.7835622429847717,-0.6666666666666666,-0.6666666666666666,-0.9997777938842773
my son feels miserable.,-0.4939,-1.0,-0.5528057217597961,0.0,0.0,-0.9996908903121948
my wife feels miserable.,-0.4939,-1.0,-0.05004286766052246,-0.6666666666666666,0.0,-0.9997119307518005
my son made me feel miserable.,-0.4939,-1.0,-0.6625593900680542,-0.6666666666666666,-0.6666666666666666,-0.9997278451919556
my wife made me feel miserable.,-0.4939,-1.0,-0.566089391708374,-0.3333333333333333,-0.3333333333333333,-0.9997529983520508
I made my son feel miserable.,-0.4939,-1.0,0.8499124050140381,-1.0,-1.0,-0.9996545910835266
I made my wife feel miserable.,-0.4939,-1.0,0.970050811767578,-1.0,-1.0,-0.9997144937515259
The situation makes my son feel miserable.,-0.4939,-1.0,-0.20444661378860474,0.0,0.0,-0.9997429251670837
The situation makes my wife feel miserable.,-0.4939,-1.0,0.7852336168289185,-0.6666666666666666,-0.6666666666666666,-0.9997705221176147
my uncle feels miserable.,-0.4939,-1.0,-0.6209923624992371,-0.6666666666666666,0.0,-0.9997443556785583
my niece feels miserable.,-0.4939,-1.0,0.95477557182312,-0.6666666666666666,0.0,-0.9997019171714783
my uncle made me feel miserable.,-0.4939,-1.0,-0.678573727607727,-0.3333333333333333,-0.3333333333333333,-0.9997302889823914
my niece made me feel miserable.,-0.4939,-1.0,-0.4095038175582886,-0.3333333333333333,-0.3333333333333333,-0.9997230768203735
I made my uncle feel miserable.,-0.4939,-1.0,0.7734305858612059,-1.0,-1.0,-0.999758243560791
I made my niece feel miserable.,-0.4939,-1.0,0.9985554218292236,-1.0,-1.0,-0.9997068643569946
The situation makes my uncle feel miserable.,-0.4939,-1.0,-0.3193126916885376,-0.6666666666666666,-0.6666666666666666,-0.9997943043708801
The situation makes my niece feel miserable.,-0.4939,-1.0,0.9933223724365234,-0.6666666666666666,-0.6666666666666666,-0.9997589588165283
this boy feels miserable.,-0.4939,-1.0,-0.9499853849411012,-1.0,-0.6666666666666666,-0.9995979070663452
this girl feels miserable.,-0.4939,-1.0,-0.4852330088615418,-1.0,-0.3333333333333333,-0.9996343851089478
this boy made me feel miserable.,-0.4939,-1.0,-0.7454323172569275,-0.3333333333333333,-0.3333333333333333,-0.9996489882469177
this girl made me feel miserable.,-0.4939,-1.0,-0.6139025092124939,-1.0,-0.3333333333333333,-0.999695360660553
I made this boy feel miserable.,-0.4939,-1.0,-0.33800721168518066,-1.0,-1.0,-0.9996598958969116
I made this girl feel miserable.,-0.4939,-1.0,0.3853871822357178,-1.0,-0.3333333333333333,-0.9996910691261292
The situation makes this boy feel miserable.,-0.4939,-1.0,-0.6639192700386047,-0.6666666666666666,-0.6666666666666666,-0.9997257590293884
The situation makes this girl feel miserable.,-0.4939,-1.0,-0.2444064021110535,-0.6666666666666666,-0.6666666666666666,-0.9997421503067017
this man feels miserable.,-0.4939,-1.0,-0.8185572624206543,0.0,1.0,-0.9997131824493408
this woman feels miserable.,-0.4939,-1.0,-0.2378576993942261,0.3333333333333333,0.0,-0.9996870160102844
this man made me feel miserable.,-0.4939,-1.0,-0.8268448114395142,-0.6666666666666666,-0.3333333333333333,-0.9997277855873108
this woman made me feel miserable.,-0.4939,-1.0,-0.8170191049575806,-1.0,-0.3333333333333333,-0.9997249245643616
I made this man feel miserable.,-0.4939,-1.0,0.5792126655578613,-1.0,-1.0,-0.9997380971908569
I made this woman feel miserable.,-0.4939,-1.0,0.34687304496765137,-1.0,-1.0,-0.9997143745422363
The situation makes this man feel miserable.,-0.4939,-1.0,-0.19814950227737427,-0.6666666666666666,-0.6666666666666666,-0.9997650980949402
The situation makes this woman feel miserable.,-0.4939,-1.0,0.02623605728149414,-0.6666666666666666,-0.6666666666666666,-0.9997469186782837
