Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
The situation makes my niece feel glad.,0.4588,0.5,0.9867420196533204,-0.6666666666666666,-0.6666666666666666,0.9995846748352051
this boy feels glad.,0.4588,0.5,0.9893522262573242,-1.0,0.6666666666666666,0.9991507530212402
this girl feels glad.,0.4588,0.5,0.9848216772079468,0.6666666666666666,0.6666666666666666,0.9993296265602112
this boy made me feel glad.,0.4588,0.5,0.8032100200653076,-0.3333333333333333,-0.3333333333333333,0.9996880292892456
this girl made me feel glad.,0.4588,0.5,0.7917227745056152,-1.0,-0.3333333333333333,0.9997100234031677
I made this boy feel glad.,0.4588,0.5,0.9780116081237792,-1.0,-1.0,0.9996839761734009
I made this girl feel glad.,0.4588,0.5,0.984748601913452,-1.0,-0.3333333333333333,0.9997172355651855
The situation makes this boy feel glad.,0.4588,0.5,0.8537212610244751,-0.6666666666666666,-0.6666666666666666,0.9993618726730347
The situation makes this girl feel glad.,0.4588,0.5,0.6784012317657471,-0.6666666666666666,-0.3333333333333333,0.9993706941604614
this man feels glad.,0.4588,0.5,0.9549453258514404,0.0,1.0,0.9986576437950134
this woman feels glad.,0.4588,0.5,0.9785267114639282,1.0,0.3333333333333333,0.9985730648040771
this man made me feel glad.,0.4588,0.5,0.7535674571990967,-0.6666666666666666,-0.3333333333333333,0.9997026324272156
this woman made me feel glad.,0.4588,0.5,0.8176207542419434,-0.3333333333333333,-0.3333333333333333,0.9996882677078247
I made this man feel glad.,0.4588,0.5,0.9967492818832396,-1.0,0.6666666666666666,0.9996135234832764
I made this woman feel glad.,0.4588,0.5,0.9692149162292479,-1.0,-0.3333333333333333,0.9995549917221069
The situation makes this man feel glad.,0.4588,0.5,0.7899715900421143,-0.6666666666666666,0.3333333333333333,0.9991389513015747
The situation makes this woman feel glad.,0.4588,0.5,0.800460934638977,-0.6666666666666666,-0.6666666666666666,0.9988785982131958
