C_num,UB,User_gender,Original,Enhancement,Text
4,1,0,interaction,"Hey, ","Hello, interaction"
4,0,0,To what extent will you prefer the chatbot over Google search for the answers?,No enhancement,How much would you prefer the chatbot to Google search for the answers?
4,1,0,preference,"Hey, ","Hi, preference"
4,0,0,Will you choose the chatbot to find UofSC info for the future use?,No enhancement,Want to select the chatbot to find UofSC info for future use?
4,1,0,future,"Hey, ","Hello, future"
4,0,0,What's your overall satisfaction of using the chatbot to find the school information?,No enhancement,What is your overall satisfaction with using the chatbot to find the school information?
4,1,0,overall,"Hey, ","Hello, all in all"
4,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information.",No enhancement,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?"
4,1,0,answer,"Hey, ","Hi, answer"
4,0,0,What's your gender?,No enhancement,What is your gender?
4,1,0,gender,"Hey, ","Hello, sex"
4,0,0,What's your age?,No enhancement,How old are you?
4,1,0,age,"Hey, ",Hello age
4,0,0,Are you married?,No enhancement,Are you married?
4,1,0,marriage,"Hey, ","Hello, marriage"
4,0,0,What is your current completed education level?,No enhancement,What is your current completed level of education?
4,1,0,education,"Hey, ",Hello education
4,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,No enhancement,Thank you for your participation and feedback. It's all about the experiment.
5,1,0,Hi,"Hey, ",Hello Hello
5,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",No enhancement,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?"
5,1,0,I want to find temporary stay near campus,"Hey, ","Hello, I would like to find a temporary accommodation near the campus"
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing,No enhancement,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?
5,1,0,Need apartment,"Hey, ","Hello, I need an apartment"
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing,No enhancement,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?
5,1,0,How to find apartment?,"Hey, ","Hi, how to find an apartment?"
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing,No enhancement,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?
5,1,0,helpful,"Hey, ","Hi, helpful"
5,0,0,"Thanks,  carry on!",No enhancement,"Thanks, keep going!"
5,1,0,What's the application fee ?,"Hey, ","Hi, what is the application fee?"
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing,No enhancement,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?
5,1,0,helpful,"Hey, ","Hi, helpful"
5,0,0,"Thanks,  carry on!",No enhancement,"Thanks, keep going!"
5,1,0,End,"Hey, ",Hi End
5,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,No enhancement,Can you give us feedback about your experience? There will be 5 questions.
5,1,0,Yes,"Hey, ",Hi Yes
5,0,0,Are you satisfied with the answers to your questions?,No enhancement,Are you satisfied with the answers to your questions?
5,1,0,satisfy,"Hey, ","Hi, satisfied"
5,0,0,Are you satisfied with how the chatbot interacted with you?,No enhancement,Are you satisfied with how the chatbot interacted with you?
5,1,0,interaction,"Hey, ","Hello, interaction"
5,0,0,To what extent will you prefer the chatbot over Google search for the answers?,No enhancement,How much would you prefer the chatbot to Google search for the answers?
5,1,0,preference,"Hey, ","Hi, preference"
5,0,0,Will you choose the chatbot to find UofSC info for the future use?,No enhancement,Want to select the chatbot to find UofSC info for future use?
5,1,0,future,"Hey, ","Hello, future"
5,0,0,What's your overall satisfaction of using the chatbot to find the school information?,No enhancement,What is your overall satisfaction with using the chatbot to find the school information?
5,1,0,overall,"Hey, ","Hello, all in all"
5,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information.",No enhancement,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?"
5,1,0,answer,"Hey, ","Hi, answer"
5,0,0,What's your gender?,No enhancement,What is your gender?
5,1,0,gender,"Hey, ","Hello, sex"
5,0,0,What's your age?,No enhancement,How old are you?
5,1,0,age,"Hey, ",Hello age
5,0,0,Are you married?,No enhancement,Are you married?
5,1,0,marriage,"Hey, ","Hello, marriage"
5,0,0,What is your current completed education level?,No enhancement,What is your current completed level of education?
5,1,0,education,"Hey, ",Hello education
5,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,No enhancement,Thank you for your participation and feedback. It's all about the experiment.
6,1,0,Hi,"Hey, ",Hello Hello
6,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",No enhancement,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?"
6,1,0,What's the applicationfee,"Hey, ","Hello, what is the application fee Hello, what is the application fee Hello, hello"
6,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",No enhancement,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?"
6,1,0,How's the waether,"Hey, ","Hi, how's the weather"
6,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. ",No enhancement,"Sorry, I cannot answer this kind of question as I am a chatbot working for the school information request. Please ask a relevant question."
6,1,0,what's the application fee,"Hey, ",Hi what is the application fee
6,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing,No enhancement,Please see FAQ here for answers - https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Was this helpful?
6,1,0,helpful,"Hey, ","Hi, helpful"
6,0,0,"Thanks,  carry on!",No enhancement,"Thanks, keep going!"
6,1,0,Where I can stay in columbia,"Hey, ",Hi where can i stay in columbia hi bye
6,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,No enhancement,Can you give us feedback about your experience? There will be 5 questions.
6,1,0,Yes,"Hey, ",Hi Yes
6,0,0,Are you satisfied with the answers to your questions?,No enhancement,Are you satisfied with the answers to your questions?
6,1,0,satisfy,"Hey, ","Hi, satisfied"
6,0,0,Are you satisfied with how the chatbot interacted with you?,No enhancement,Are you satisfied with how the chatbot interacted with you?
6,1,0,interaction,"Hey, ","Hello, interaction"
6,0,0,To what extent will you prefer the chatbot over Google search for the answers?,No enhancement,How much would you prefer the chatbot to Google search for the answers?
6,1,0,preference,"Hey, ","Hi, preference"
6,0,0,Will you choose the chatbot to find UofSC info for the future use?,No enhancement,Want to select the chatbot to find UofSC info for future use?
6,1,0,future,"Hey, ","Hello, future"
6,0,0,What's your overall satisfaction of using the chatbot to find the school information?,No enhancement,What is your overall satisfaction with using the chatbot to find the school information?
6,1,0,overall,"Hey, ","Hello, all in all"
6,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information.",No enhancement,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?"
6,1,0,answer,"Hey, ","Hi, answer"
6,0,0,What's your gender?,No enhancement,What is your gender?
6,1,0,gender,"Hey, ","Hello, sex"
6,0,0,What's your age?,No enhancement,How old are you?
6,1,0,age,"Hey, ",Hello age
6,0,0,Are you married?,No enhancement,Are you married?
6,1,0,marriage,"Hey, ","Hello, marriage"
6,0,0,What is your current completed education level?,No enhancement,What is your current completed level of education?
6,1,0,education,"Hey, ",Hello education
6,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,No enhancement,Thank you for your participation and feedback. It's all about the experiment.
7,1,0,Hi,"Hey, ",Hello Hello
7,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",No enhancement,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?"
7,1,0,"Hello,  where I can submit application","Hey, ","Hello, hello, where can I submit an application"
7,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing,No enhancement,Please see FAQ here for answers - https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Was this helpful?
7,1,0,helpful,"Hey, ","Hi, helpful"
7,0,0,"Thanks,  carry on!",No enhancement,"Thanks, keep going!"
7,1,0,How's the weather,"Hey, ","Hi, how's the weather"
7,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. ",No enhancement,"Sorry, I cannot answer this kind of question as I am a chatbot working for the school information request. Please ask a relevant question."
7,1,0,How's the student living,"Hey, ",Hi how does the student live Hi where can I live on campus Hi what is the application fee Hi where can I submit an application Hi how is the weather
7,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. ",No enhancement,"Sorry, I cannot answer this kind of question as I am a chatbot working for the school information request. Please ask a relevant question."
7,1,0,What kind of questions can you answer,"Hey, ","Hi, what kind of questions can you answer"
7,0,0,"I am a bot,  working for University of South Carolina,  Columbia. I can help yo with some basic questions regarding application,  locations,  student living,  school services,  etc.",No enhancement,"I'm a bot working for the University of South Carolina, Columbia. I can help you with some basic questions regarding application, placements, student accommodation, school services, etc."
7,1,0,Where is the student living,"Hey, ","Hello, where does the student live? Hello, hello"
7,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,No enhancement,Can you give us feedback about your experience? There will be 5 questions.
7,1,0,Yes,"Hey, ",Hi Yes
7,0,0,Are you satisfied with the answers to your questions?,No enhancement,Are you satisfied with the answers to your questions?
7,1,0,satisfy,"Hey, ","Hi, satisfied"
7,0,0,Are you satisfied with how the chatbot interacted with you?,No enhancement,Are you satisfied with how the chatbot interacted with you?
7,1,0,interaction,"Hey, ","Hello, interaction"
7,0,0,To what extent will you prefer the chatbot over Google search for the answers?,No enhancement,How much would you prefer the chatbot to Google search for the answers?
7,1,0,preference,"Hey, ","Hi, preference"
7,0,0,Will you choose the chatbot to find UofSC info for the future use?,No enhancement,Want to select the chatbot to find UofSC info for future use?
7,1,0,future,"Hey, ","Hello, future"
7,0,0,What's your overall satisfaction of using the chatbot to find the school information?,No enhancement,What is your overall satisfaction with using the chatbot to find the school information?
7,1,0,overall,"Hey, ","Hello, all in all"
7,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information.",No enhancement,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?"
7,1,0,answer,"Hey, ","Hi, answer"
7,0,0,What's your gender?,No enhancement,What is your gender?
7,1,0,gender,"Hey, ","Hello, sex"
7,0,0,What's your age?,No enhancement,How old are you?
7,1,0,age,"Hey, ",Hello age
7,0,0,Are you married?,No enhancement,Are you married?
7,1,0,marriage,"Hey, ","Hello, marriage"
7,0,0,What is your current completed education level?,No enhancement,What is your current completed level of education?
7,1,0,education,"Hey, ",Hello education
7,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,No enhancement,Thank you for your participation and feedback. It's all about the experiment.
8,1,0,Hi,"Hey, ",Hello Hello
