C_num,UB,User_gender,Text,Sentiment
2,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",0.79
2,1,0,"Hey, When is the deadline to apply for Ph.D. for the spring semester?",0.82
2,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.74
2,1,0,"Hey, helpful",0.21
2,0,0,"Thanks,  carry on!",-0.74
2,1,0,"Hey, Where can I find the courses that I would need to take as a Ph.D. student in computer science and enginreering?",0.58
2,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.65
2,1,0,"Hey, helpful",-0.49
2,0,0,"Thanks,  carry on!",-0.76
2,1,0,"Hey, When will be the spring break this year?",-0.25
2,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.9
2,1,0,"Hey, helpful",0.14
2,0,0,"Thanks,  carry on!",0.49
2,1,0,"Hey, Is there some services to help me (a student) find a place to live in Columbia?",-0.83
2,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.36
2,1,0,"Hey, helpful",0.02
2,0,0,"Thanks,  carry on!",-0.89
2,1,0,"Hey, How many credits does a Master student needs to take per semester?",-0.15
2,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.88
2,1,0,"Hey, helpful",0.35
2,0,0,"Thanks,  carry on!",0.04
2,1,0,"Hey, bye",0.05
2,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,0.93
2,1,0,"Hey, Yes",-0.98
2,0,0,Are you satisfied with the answers to your questions?,0.25
2,1,0,"Hey, satisfy",0.37
2,0,0,Are you satisfied with how the chatbot interacted with you?,-0.47
2,1,0,"Hey, interaction",0.51
2,0,0,To what extent will you prefer the chatbot over Google search for the answers?,-0.14
2,1,0,"Hey, preference",0.9
2,0,0,Will you choose the chatbot to find UofSC info for the future use?,-0.33
2,1,0,"Hey, future",-0.92
2,0,0,What's your overall satisfaction of using the chatbot to find the school information?,0.21
2,1,0,"Hey, overall",-0.53
2,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.36
2,1,0,"Hey, answer",0.15
2,0,0,What's your gender?,-0.52
2,1,0,"Hey, gender",-0.56
2,0,0,What's your age?,-0.62
2,1,0,"Hey, age",-0.79
2,0,0,Are you married?,-0.86
2,1,0,"Hey, marriage",0.79
2,0,0,What is your current completed education level?,-0.51
2,1,0,"Hey, education",-0.18
2,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,-0.48
3,1,0,"Hey, Hi",-0.88
3,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",-0.7
3,1,0,"Hey, student living",0.97
3,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.85
3,1,0,"Hey, helpful",-0.71
3,0,0,"Thanks,  carry on!",0.41
3,1,0,"Hey, How to find an apartment",0.16
3,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.21
3,1,0,"Hey, helpful",0.4
3,0,0,"Thanks,  carry on!",-0.62
3,1,0,"Hey, whats the price",0.49
3,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.86
3,1,0,"Hey, helpful",-0.74
3,0,0,"Thanks,  carry on!",0.11
3,1,0,"Hey, Bye",-0.09
3,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,0.04
3,1,0,"Hey, Yes",0.71
3,0,0,Are you satisfied with the answers to your questions?,0.84
3,1,0,"Hey, satisfy",-0.54
3,0,0,Are you satisfied with how the chatbot interacted with you?,0.82
3,1,0,"Hey, interaction",0.7
3,0,0,To what extent will you prefer the chatbot over Google search for the answers?,0.91
3,1,0,"Hey, preference",-0.21
3,0,0,Will you choose the chatbot to find UofSC info for the future use?,-1.0
3,1,0,"Hey, future",-0.21
3,0,0,What's your overall satisfaction of using the chatbot to find the school information?,-0.4
3,1,0,"Hey, overall",-0.07
3,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.27
3,1,0,"Hey, answer",-0.08
3,0,0,What's your gender?,0.04
3,1,0,"Hey, gender",0.67
3,0,0,What's your age?,0.23
3,1,0,"Hey, age",0.04
3,0,0,Are you married?,-0.87
3,1,0,"Hey, marriage",-0.68
3,0,0,What is your current completed education level?,-0.06
3,1,0,"Hey, education",-0.31
3,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,0.76
4,1,0,"Hey, Hi",-0.46
4,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",0.2
4,1,0,"Hey, When is the deadline to apply for Ph.D. for the spring semester?",0.35
4,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.02
4,1,0,"Hey, helpful",-0.12
4,0,0,"Thanks,  carry on!",0.45
4,1,0,"Hey, Where can I find the courses that I would need to take as a Ph.D. student in computer science and enginreering?",-0.45
4,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.35
4,1,0,"Hey, helpful",0.33
4,0,0,"Thanks,  carry on!",0.72
4,1,0,"Hey, When will be the spring break this year?",-0.62
4,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.11
4,1,0,"Hey, helpful",-0.0
4,0,0,"Thanks,  carry on!",-0.9
4,1,0,"Hey, Is there some services to help me (a student) find a place to live in Columbia?",0.16
4,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.22
4,1,0,"Hey, helpful",-0.69
4,0,0,"Thanks,  carry on!",-0.23
4,1,0,"Hey, How many credits does a Master student needs to take per semester?",-0.25
4,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.52
4,1,0,"Hey, helpful",0.03
4,0,0,"Thanks,  carry on!",0.92
4,1,0,"Hey, bye",0.29
4,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,0.19
4,1,0,"Hey, Yes",-0.53
4,0,0,Are you satisfied with the answers to your questions?,0.79
4,1,0,"Hey, satisfy",-0.21
4,0,0,Are you satisfied with how the chatbot interacted with you?,0.09
4,1,0,"Hey, interaction",0.36
4,0,0,To what extent will you prefer the chatbot over Google search for the answers?,0.55
4,1,0,"Hey, preference",-0.09
4,0,0,Will you choose the chatbot to find UofSC info for the future use?,0.45
4,1,0,"Hey, future",-0.71
4,0,0,What's your overall satisfaction of using the chatbot to find the school information?,-0.31
4,1,0,"Hey, overall",-0.93
4,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.52
4,1,0,"Hey, answer",0.07
4,0,0,What's your gender?,0.44
4,1,0,"Hey, gender",0.87
4,0,0,What's your age?,-0.36
4,1,0,"Hey, age",0.02
4,0,0,Are you married?,0.42
4,1,0,"Hey, marriage",-0.57
4,0,0,What is your current completed education level?,-0.07
4,1,0,"Hey, education",0.82
4,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,-0.0
5,1,0,"Hey, Hi",-0.78
5,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",0.89
5,1,0,"Hey, I want to find temporary stay near campus",-0.43
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.97
5,1,0,"Hey, Need apartment",-0.17
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.49
5,1,0,"Hey, How to find apartment?",0.07
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.98
5,1,0,"Hey, helpful",0.76
5,0,0,"Thanks,  carry on!",0.04
5,1,0,"Hey, What's the application fee ?",-0.69
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.71
5,1,0,"Hey, helpful",0.53
5,0,0,"Thanks,  carry on!",-0.23
5,1,0,"Hey, End",-0.81
5,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.14
5,1,0,"Hey, Yes",-0.42
5,0,0,Are you satisfied with the answers to your questions?,-0.24
5,1,0,"Hey, satisfy",0.18
5,0,0,Are you satisfied with how the chatbot interacted with you?,-0.57
5,1,0,"Hey, interaction",-0.03
5,0,0,To what extent will you prefer the chatbot over Google search for the answers?,0.73
5,1,0,"Hey, preference",-0.2
5,0,0,Will you choose the chatbot to find UofSC info for the future use?,-0.59
5,1,0,"Hey, future",0.34
5,0,0,What's your overall satisfaction of using the chatbot to find the school information?,-0.13
5,1,0,"Hey, overall",0.15
5,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.17
5,1,0,"Hey, answer",-0.48
5,0,0,What's your gender?,-0.84
5,1,0,"Hey, gender",-0.7
5,0,0,What's your age?,0.72
5,1,0,"Hey, age",0.96
5,0,0,Are you married?,-0.77
5,1,0,"Hey, marriage",0.01
5,0,0,What is your current completed education level?,0.95
5,1,0,"Hey, education",0.83
5,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,-0.18
6,1,0,"Hey, Hi",0.9
6,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",-0.88
6,1,0,"Hey, What's the applicationfee Hey, What's the application fee Hey, hi",-0.34
6,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",-0.48
6,1,0,"Hey, How's the waether",0.17
6,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. ",0.88
6,1,0,"Hey, what's the application fee",-0.14
6,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Was this helpful?,-0.07
6,1,0,"Hey, helpful",-0.34
6,0,0,"Thanks,  carry on!",-0.15
6,1,0,"Hey, Where I can stay in columbia Hey, Bye",0.22
6,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.59
6,1,0,"Hey, Yes",-0.38
6,0,0,Are you satisfied with the answers to your questions?,0.94
6,1,0,"Hey, satisfy",0.76
6,0,0,Are you satisfied with how the chatbot interacted with you?,-0.33
6,1,0,"Hey, interaction",-0.61
6,0,0,To what extent will you prefer the chatbot over Google search for the answers?,-0.43
6,1,0,"Hey, preference",-0.13
6,0,0,Will you choose the chatbot to find UofSC info for the future use?,0.51
6,1,0,"Hey, future",1.0
6,0,0,What's your overall satisfaction of using the chatbot to find the school information?,-0.83
6,1,0,"Hey, overall",0.05
6,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.81
6,1,0,"Hey, answer",0.94
6,0,0,What's your gender?,0.02
6,1,0,"Hey, gender",-0.04
6,0,0,What's your age?,-0.0
6,1,0,"Hey, age",-0.09
6,0,0,Are you married?,0.54
6,1,0,"Hey, marriage",0.8
6,0,0,What is your current completed education level?,0.27
6,1,0,"Hey, education",-0.21
6,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,0.12
7,1,0,"Hey, Hi",-0.42
7,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",0.43
7,1,0,"Hey, Hello,  where I can submit application",0.61
7,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Was this helpful?,-0.12
7,1,0,"Hey, helpful",0.52
7,0,0,"Thanks,  carry on!",-0.59
7,1,0,"Hey, How's the weather",-0.69
7,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. ",0.45
7,1,0,"Hey, How's the student living Hey, Where I can stay on capmpus Hey, What's the application fee Hey, where I can submit application Hey, How's weather",-0.82
7,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. ",-0.65
7,1,0,"Hey, What kind of questions can you answer",0.02
7,0,0,"I am a bot,  working for University of South Carolina,  Columbia. I can help yo with some basic questions regarding application,  locations,  student living,  school services,  etc.",0.15
7,1,0,"Hey, Where is the student living Hey, Bye",0.16
7,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.08
7,1,0,"Hey, Yes",-0.44
7,0,0,Are you satisfied with the answers to your questions?,-0.9
7,1,0,"Hey, satisfy",0.5
7,0,0,Are you satisfied with how the chatbot interacted with you?,0.84
7,1,0,"Hey, interaction",-0.91
7,0,0,To what extent will you prefer the chatbot over Google search for the answers?,0.2
7,1,0,"Hey, preference",-0.85
7,0,0,Will you choose the chatbot to find UofSC info for the future use?,-0.01
7,1,0,"Hey, future",-0.39
7,0,0,What's your overall satisfaction of using the chatbot to find the school information?,-0.57
7,1,0,"Hey, overall",-0.71
7,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.04
7,1,0,"Hey, answer",0.97
7,0,0,What's your gender?,-0.82
7,1,0,"Hey, gender",0.3
7,0,0,What's your age?,0.0
7,1,0,"Hey, age",-0.89
7,0,0,Are you married?,0.6
7,1,0,"Hey, marriage",-0.16
7,0,0,What is your current completed education level?,-0.54
7,1,0,"Hey, education",0.69
7,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,-0.89
8,1,0,"Hey, Hi",0.19
8,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",0.98
8,1,0,"Hey, How do I get my student card",0.28
8,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Was this helpful?,0.8
8,1,0,"Hey, helpful",0.09
8,0,0,"Thanks,  carry on!",0.4
8,1,0,"Hey, Which means of transport to use Hey, What is the typical cost for an apartment or a room Hey, Bye",0.96
8,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.15
8,1,0,"Hey, No",0.43
8,0,0,Sorry to hear that. Please just give us an overall feedback. What's your overall satisfaction of using the chatbot to find the school information?,0.18
8,1,0,"Hey, short",0.78
8,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.3
8,1,0,"Hey, answer",-0.54
8,0,0,What's your gender?,0.58
8,1,0,"Hey, gender",0.2
8,0,0,What's your age?,-0.2
8,1,0,"Hey, age",-0.48
8,0,0,Are you married?,-0.61
8,1,0,"Hey, marriage",-0.5
8,0,0,What is your current completed education level?,-0.68
8,1,0,"Hey, education",0.45
8,0,0,Thank you. The last part is regarding your demographic information.,-0.15
8,1,0,"Hey, Hi",0.65
8,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",-0.55
8,1,0,"Hey, student living",0.7
8,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.17
8,1,0,"Hey, helpful",-0.3
8,0,0,"Thanks,  carry on!",-0.24
8,1,0,"Hey, How to find an apartment",-0.41
8,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.54
8,1,0,"Hey, helpful",0.68
8,0,0,"Thanks,  carry on!",0.3
8,1,0,"Hey, whats the price",-0.84
8,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.01
8,1,0,"Hey, helpful",-0.09
8,0,0,"Thanks,  carry on!",0.61
8,1,0,"Hey, Bye",-0.62
8,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.96
8,1,0,"Hey, Yes",-0.19
8,0,0,Are you satisfied with the answers to your questions?,-0.42
8,1,0,"Hey, satisfy",-0.98
8,0,0,Are you satisfied with how the chatbot interacted with you?,-0.04
8,1,0,"Hey, interaction",-0.39
8,0,0,To what extent will you prefer the chatbot over Google search for the answers?,0.54
8,1,0,"Hey, preference",-0.81
8,0,0,Will you choose the chatbot to find UofSC info for the future use?,0.35
8,1,0,"Hey, future",-0.1
8,0,0,What's your overall satisfaction of using the chatbot to find the school information?,0.86
8,1,0,"Hey, overall",0.49
8,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.22
8,1,0,"Hey, answer",0.26
8,0,0,What's your gender?,0.99
8,1,0,"Hey, gender",-0.05
8,0,0,What's your age?,-0.47
8,1,0,"Hey, age",-0.5
8,0,0,Are you married?,0.37
8,1,0,"Hey, marriage",-0.94
8,0,0,What is your current completed education level?,-0.5
8,1,0,"Hey, education",0.18
8,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,0.5
9,1,0,"Hey, Hi",0.65
9,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",-0.99
9,1,0,"Hey, When is the deadline to apply for Ph.D. for the spring semester?",-0.01
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.6
9,1,0,"Hey, helpful",0.85
9,0,0,"Thanks,  carry on!",0.54
9,1,0,"Hey, Where can I find the courses that I would need to take as a Ph.D. student in computer science and enginreering?",0.59
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.14
9,1,0,"Hey, helpful",-0.63
9,0,0,"Thanks,  carry on!",0.92
9,1,0,"Hey, When will be the spring break this year?",-0.19
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.97
9,1,0,"Hey, helpful",-0.83
9,0,0,"Thanks,  carry on!",0.04
9,1,0,"Hey, Is there some services to help me (a student) find a place to live in Columbia?",0.02
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.27
9,1,0,"Hey, helpful",0.37
9,0,0,"Thanks,  carry on!",0.92
9,1,0,"Hey, How many credits does a Master student needs to take per semester?",0.64
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.44
9,1,0,"Hey, helpful",0.9
9,0,0,"Thanks,  carry on!",-0.65
9,1,0,"Hey, bye",-0.83
9,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.76
9,1,0,"Hey, Yes",-0.65
9,0,0,Are you satisfied with the answers to your questions?,0.48
9,1,0,"Hey, satisfy",0.11
9,0,0,Are you satisfied with how the chatbot interacted with you?,-0.93
9,1,0,"Hey, interaction",-0.82
9,0,0,To what extent will you prefer the chatbot over Google search for the answers?,-0.56
9,1,0,"Hey, preference",0.09
9,0,0,Will you choose the chatbot to find UofSC info for the future use?,-0.45
9,1,0,"Hey, future",0.11
9,0,0,What's your overall satisfaction of using the chatbot to find the school information?,0.03
9,1,0,"Hey, overall",-0.11
9,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",-0.33
9,1,0,"Hey, answer",0.67
9,0,0,What's your gender?,0.39
9,1,0,"Hey, gender",0.63
9,0,0,What's your age?,-0.75
9,1,0,"Hey, age",-0.87
9,0,0,Are you married?,0.15
9,1,0,"Hey, marriage",-0.5
9,0,0,What is your current completed education level?,-0.27
9,1,0,"Hey, education",-0.92
9,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,-0.85
10,1,0,"Hey, Hi",-0.16
10,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",0.93
10,1,0,"Hey, I want to find temporary stay near campus",-0.11
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.19
10,1,0,"Hey, Need apartment",0.92
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.41
10,1,0,"Hey, How to find apartment?",0.77
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-0.22
10,1,0,"Hey, helpful",0.23
10,0,0,"Thanks,  carry on!",-0.51
10,1,0,"Hey, What's the application fee ?",-1.0
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.25
10,1,0,"Hey, helpful",0.61
10,0,0,"Thanks,  carry on!",-0.49
10,1,0,"Hey, End",0.91
10,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,-0.33
10,1,0,"Hey, Yes",0.68
10,0,0,Are you satisfied with the answers to your questions?,-0.29
10,1,0,"Hey, satisfy",-0.84
10,0,0,Are you satisfied with how the chatbot interacted with you?,0.03
10,1,0,"Hey, interaction",-0.52
10,0,0,To what extent will you prefer the chatbot over Google search for the answers?,-0.67
10,1,0,"Hey, preference",-0.72
10,0,0,Will you choose the chatbot to find UofSC info for the future use?,0.2
10,1,0,"Hey, future",0.35
10,0,0,What's your overall satisfaction of using the chatbot to find the school information?,-0.78
10,1,0,"Hey, overall",0.73
10,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.45
10,1,0,"Hey, answer",-0.34
10,0,0,What's your gender?,0.37
10,1,0,"Hey, gender",-0.81
10,0,0,What's your age?,0.21
10,1,0,"Hey, age",0.51
10,0,0,Are you married?,-0.1
10,1,0,"Hey, marriage",0.87
10,0,0,What is your current completed education level?,0.89
10,1,0,"Hey, education",-0.19
10,0,0,Thanks for your participation and feedbacks. This is all about the experiment.,0.51
11,1,0,"Hey, Hi",0.31
11,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?",-0.81
11,1,0,"Hey, Hi Hey, Can you tell me about shuttle services and timings please?",0.67
11,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.81
11,1,0,"Hey, helpful",0.67
11,0,0,"Thanks,  carry on!",-0.33
11,1,0,"Hey, Can you please help me on how to find on-campus jobs?",-0.99
11,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,0.56
11,1,0,"Hey, helpful",0.11
11,0,0,"Thanks,  carry on!",-0.23
11,1,0,"Hey, Bye",0.7
11,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.,0.91
11,1,0,"Hey, Yes",0.34
11,0,0,Are you satisfied with the answers to your questions?,0.77
11,1,0,"Hey, satisfy",-0.11
11,0,0,Are you satisfied with how the chatbot interacted with you?,-0.2
11,1,0,"Hey, interaction",0.07
