C_num,UB,User_gender,Text
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
4,1,0,"hey, useful"
4,0,0,"Thanks, keep going!"
4,1,0,"Hey, when is spring break this year?"
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
4,1,0,"hey, useful"
4,0,0,"Thanks, keep going!"
4,1,0,"Hey, is there a service to help me (a student) find a place to live in Columbia?"
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
4,1,0,"hey, useful"
4,0,0,"Thanks, keep going!"
4,1,0,"Hey, how many credits does a master's student need to take per semester?"
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
4,1,0,"hey, useful"
4,0,0,"Thanks, keep going!"
4,1,0,Hello Goodbye
4,0,0,Could you give us some feedback on your experience? There will be 5 questions.
4,1,0,Hi Yes
4,0,0,Are you satisfied with the answers to your questions?
4,1,0,"Hey, satisfy"
4,0,0,Are you satisfied with the way the chatbot interacted with you?
4,1,0,"hey, interaction"
4,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
4,1,0,hi preference
4,0,0,Will you choose the chatbot to find UofSC information for future use?
4,1,0,hello future
4,0,0,What is your overall satisfaction from using the chatbot to find school information?
4,1,0,"hello, generally"
4,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
4,1,0,hear answers
4,0,0,What is your gender?
4,1,0,hey gender
4,0,0,How old are you?
4,1,0,hey age
4,0,0,Is married?
4,1,0,hello marriage
4,0,0,What is your current completed education level?
4,1,0,"hey, education"
4,0,0,Thank you for your participation and comments. This is all about the experiment.
5,1,0,hey hi
5,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
5,1,0,"Hey, I want to find a temporary stay near campus."
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
5,1,0,"Hey, I need an apartment"
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
5,1,0,"Hey, how to find an apartment?"
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
5,1,0,"hey, useful"
5,0,0,"Thanks, keep going!"
5,1,0,"Hey, what is the application fee?"
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
5,1,0,"hey, useful"
5,0,0,"Thanks, keep going!"
5,1,0,"hello, end"
5,0,0,Could you give us some feedback on your experience? There will be 5 questions.
5,1,0,Hi Yes
5,0,0,Are you satisfied with the answers to your questions?
5,1,0,"Hey, satisfy"
5,0,0,Are you satisfied with the way the chatbot interacted with you?
5,1,0,"hey, interaction"
5,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
5,1,0,hi preference
5,0,0,Will you choose the chatbot to find UofSC information for future use?
5,1,0,hello future
5,0,0,What is your overall satisfaction from using the chatbot to find school information?
5,1,0,"hello, generally"
5,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
5,1,0,hear answers
5,0,0,What is your gender?
5,1,0,hey gender
5,0,0,How old are you?
5,1,0,hey age
5,0,0,Is married?
5,1,0,hello marriage
5,0,0,What is your current completed education level?
5,1,0,"hey, education"
5,0,0,Thank you for your participation and comments. This is all about the experiment.
6,1,0,hey hi
6,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
6,1,0,"Hey, what is the application fee? Hey, what is the application fee? Hey, hello"
6,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
6,1,0,"Hey, how's the weather?"
6,0,0,Sorry I can't answer this type of question because I am a chatbot working for the school information request. Please ask a relevant question.
6,1,0,"Hey, what is the application fee?"
6,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Helpful?
6,1,0,"hey, useful"
6,0,0,"Thanks, keep going!"
6,1,0,"Hey, where can I stay in Colombia? hey bye"
6,0,0,Could you give us some feedback on your experience? There will be 5 questions.
6,1,0,Hi Yes
6,0,0,Are you satisfied with the answers to your questions?
6,1,0,"Hey, satisfy"
6,0,0,Are you satisfied with the way the chatbot interacted with you?
6,1,0,"hey, interaction"
6,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
6,1,0,hi preference
6,0,0,Will you choose the chatbot to find UofSC information for future use?
6,1,0,hello future
6,0,0,What is your overall satisfaction from using the chatbot to find school information?
6,1,0,"hello, generally"
6,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
6,1,0,hear answers
6,0,0,What is your gender?
6,1,0,hey gender
6,0,0,How old are you?
6,1,0,hey age
6,0,0,Is married?
6,1,0,hello marriage
6,0,0,What is your current completed education level?
6,1,0,"hey, education"
6,0,0,Thank you for your participation and comments. This is all about the experiment.
7,1,0,hey hi
7,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
7,1,0,"Hey hi, where can I apply?"
7,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Helpful?
7,1,0,"hey, useful"
7,0,0,"Thanks, keep going!"
7,1,0,"Hey, how's the weather?"
7,0,0,Sorry I can't answer this type of question because I am a chatbot working for the school information request. Please ask a relevant question.
7,1,0,"Hey, how does the student live? Hey, where can I stay on campus? Hey, what is the application fee? Hey, where can I send the application? Hey, how's the weather?"
7,0,0,Sorry I can't answer this type of question because I am a chatbot working for the school information request. Please ask a relevant question.
7,1,0,"Hey, what kind of questions can you answer?"
7,0,0,"I'm a bot and I work for the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc."
7,1,0,"Hey, where does the student live? Hey, bye."
7,0,0,Could you give us some feedback on your experience? There will be 5 questions.
7,1,0,Hi Yes
7,0,0,Are you satisfied with the answers to your questions?
7,1,0,"Hey, satisfy"
7,0,0,Are you satisfied with the way the chatbot interacted with you?
7,1,0,"hey, interaction"
7,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
7,1,0,hi preference
7,0,0,Will you choose the chatbot to find UofSC information for future use?
7,1,0,hello future
7,0,0,What is your overall satisfaction from using the chatbot to find school information?
7,1,0,"hello, generally"
7,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
7,1,0,hear answers
7,0,0,What is your gender?
7,1,0,hey gender
7,0,0,How old are you?
7,1,0,hey age
7,0,0,Is married?
7,1,0,hello marriage
7,0,0,What is your current completed education level?
7,1,0,"hey, education"
7,0,0,Thank you for your participation and comments. This is all about the experiment.
8,1,0,hey hi
8,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
8,1,0,"Hello, how do I get my student card?"
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Helpful?
8,1,0,"hey, useful"
8,0,0,"Thanks, keep going!"
8,1,0,"Hey, what means of transportation to use? Hey, what is the typical cost of an apartment or a room? Hey, bye."
8,0,0,Could you give us some feedback on your experience? There will be 5 questions.
8,1,0,"Hey, No"
8,0,0,I'm sorry to hear that. Please just give us a general comment. What is your overall satisfaction from using the chatbot to find school information?
8,1,0,"hello, short"
8,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
8,1,0,hear answers
8,0,0,What is your gender?
8,1,0,hey gender
8,0,0,How old are you?
8,1,0,hey age
8,0,0,Is married?
8,1,0,hello marriage
8,0,0,What is your current completed education level?
8,1,0,"hey, education"
8,0,0,Thank you. The last part refers to your demographic information.
8,1,0,hey hi
8,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
8,1,0,hey student life
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
8,1,0,"hey, useful"
8,0,0,"Thanks, keep going!"
8,1,0,"Hey, how to find an apartment?"
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
8,1,0,"hey, useful"
8,0,0,"Thanks, keep going!"
8,1,0,Hello. What's the price
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
8,1,0,"hey, useful"
8,0,0,"Thanks, keep going!"
8,1,0,Hello Goodbye
8,0,0,Could you give us some feedback on your experience? There will be 5 questions.
8,1,0,Hi Yes
8,0,0,Are you satisfied with the answers to your questions?
8,1,0,"Hey, satisfy"
8,0,0,Are you satisfied with the way the chatbot interacted with you?
8,1,0,"hey, interaction"
8,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
8,1,0,hi preference
8,0,0,Will you choose the chatbot to find UofSC information for future use?
8,1,0,hello future
8,0,0,What is your overall satisfaction from using the chatbot to find school information?
8,1,0,"hello, generally"
8,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
8,1,0,hear answers
8,0,0,What is your gender?
8,1,0,hey gender
8,0,0,How old are you?
8,1,0,hey age
8,0,0,Is married?
8,1,0,hello marriage
8,0,0,What is your current completed education level?
8,1,0,"hey, education"
8,0,0,Thank you for your participation and comments. This is all about the experiment.
9,1,0,hey hi
9,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
9,1,0,"Hey, when is the deadline to apply for PhD? for the spring semester?"
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
9,1,0,"hey, useful"
9,0,0,"Thanks, keep going!"
9,1,0,"Hey, where can I find the courses I would need to take as a PhD? computer science and engineering student"
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
9,1,0,"hey, useful"
9,0,0,"Thanks, keep going!"
9,1,0,"Hey, when is spring break this year?"
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
9,1,0,"hey, useful"
9,0,0,"Thanks, keep going!"
9,1,0,"Hey, is there a service to help me (a student) find a place to live in Columbia?"
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
9,1,0,"hey, useful"
9,0,0,"Thanks, keep going!"
9,1,0,"Hey, how many credits does a master's student need to take per semester?"
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
9,1,0,"hey, useful"
9,0,0,"Thanks, keep going!"
9,1,0,Hello Goodbye
9,0,0,Could you give us some feedback on your experience? There will be 5 questions.
9,1,0,Hi Yes
9,0,0,Are you satisfied with the answers to your questions?
9,1,0,"Hey, satisfy"
9,0,0,Are you satisfied with the way the chatbot interacted with you?
9,1,0,"hey, interaction"
9,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
9,1,0,hi preference
9,0,0,Will you choose the chatbot to find UofSC information for future use?
9,1,0,hello future
9,0,0,What is your overall satisfaction from using the chatbot to find school information?
9,1,0,"hello, generally"
9,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
9,1,0,hear answers
9,0,0,What is your gender?
9,1,0,hey gender
9,0,0,How old are you?
9,1,0,hey age
9,0,0,Is married?
9,1,0,hello marriage
9,0,0,What is your current completed education level?
9,1,0,"hey, education"
9,0,0,Thank you for your participation and comments. This is all about the experiment.
10,1,0,hey hi
10,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
10,1,0,"Hey, I want to find a temporary stay near campus."
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
10,1,0,"Hey, I need an apartment"
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
10,1,0,"Hey, how to find an apartment?"
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
10,1,0,"hey, useful"
10,0,0,"Thanks, keep going!"
10,1,0,"Hey, what is the application fee?"
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
10,1,0,"hey, useful"
10,0,0,"Thanks, keep going!"
10,1,0,"hello, end"
10,0,0,Could you give us some feedback on your experience? There will be 5 questions.
10,1,0,Hi Yes
10,0,0,Are you satisfied with the answers to your questions?
10,1,0,"Hey, satisfy"
10,0,0,Are you satisfied with the way the chatbot interacted with you?
10,1,0,"hey, interaction"
10,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
10,1,0,hi preference
10,0,0,Will you choose the chatbot to find UofSC information for future use?
10,1,0,hello future
10,0,0,What is your overall satisfaction from using the chatbot to find school information?
10,1,0,"hello, generally"
10,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
10,1,0,hear answers
10,0,0,What is your gender?
10,1,0,hey gender
10,0,0,How old are you?
10,1,0,hey age
10,0,0,Is married?
10,1,0,hello marriage
10,0,0,What is your current completed education level?
10,1,0,"hey, education"
10,0,0,Thank you for your participation and comments. This is all about the experiment.
11,1,0,hey hi
11,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
11,1,0,"Hey hi, can you tell me about the shuttle services and timetables please?"
11,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
11,1,0,"hey, useful"
11,0,0,"Thanks, keep going!"
11,1,0,"Hey, can you help me find jobs on campus?"
11,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
11,1,0,"hey, useful"
11,0,0,"Thanks, keep going!"
11,1,0,Hello Goodbye
11,0,0,Could you give us some feedback on your experience? There will be 5 questions.
11,1,0,Hi Yes
11,0,0,Are you satisfied with the answers to your questions?
11,1,0,"Hey, satisfy"
11,0,0,Are you satisfied with the way the chatbot interacted with you?
11,1,0,"hey, interaction"
11,0,0,To what extent will you prefer the chatbot to searching for answers on Google?
11,1,0,hi preference
11,0,0,Will you choose the chatbot to find UofSC information for future use?
11,1,0,hello future
11,0,0,What is your overall satisfaction from using the chatbot to find school information?
11,1,0,"hello, generally"
11,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
11,1,0,hear answers
11,0,0,What is your gender?
11,1,0,hey gender
11,0,0,How old are you?
11,1,0,hey age
11,0,0,Is married?
11,1,0,hello marriage
11,0,0,What is your current completed education level?
11,1,0,"hey, education"
11,0,0,Thank you for your participation and comments. This is all about the experiment.
12,1,1,"hello boy, hello"
12,0,1,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
12,1,1,"Hey boy, how to apply?"
12,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
12,1,1,"Hey boy, helpful"
12,0,1,"Thanks, keep going!"
12,1,1,"Hey kid, how do you find an apartment?"
12,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
12,1,1,"Hey boy, helpful"
12,0,1,"Thanks, keep going!"
12,1,1,"Hey boy, how to get the student card?"
12,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
12,1,1,"Hey boy, helpful"
12,0,1,"Thanks, keep going!"
12,1,1,"hello boy, bye"
12,0,1,Could you give us some feedback on your experience? There will be 5 questions.
12,1,1,"Hey boy, No"
12,0,1,I'm sorry to hear that. Please just give us a general comment. What is your overall satisfaction from using the chatbot to find school information?
12,1,1,"Hey boy, shorty"
12,0,1,Thank you for your participation and comments. This is all about the experiment.
13,1,1,"hello boy, hello"
13,0,1,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?"
13,1,1,"Hello boy, how are you?"
13,0,1,"I'm a bot and I work for the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc."
13,1,1,"Hey boy, student living"
13,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
13,1,1,"Hey boy, helpful"
13,0,1,"Thanks, keep going!"
13,1,1,"Hey kid, how is life in Colombia?"
13,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?
13,1,1,"Hey boy, helpful"
13,0,1,"Thanks, keep going!"
13,1,1,"hey boy, bye"
13,0,1,Could you give us some feedback on your experience? There will be 5 questions.
13,1,1,hey boy yeah
13,0,1,Are you satisfied with the answers to your questions?
13,1,1,"Hey boy, satisfy"
13,0,1,Are you satisfied with the way the chatbot interacted with you?
13,1,1,"Hey boy, interaction"
13,0,1,To what extent will you prefer the chatbot to searching for answers on Google?
13,1,1,"Hey boy, preference"
13,0,1,Will you choose the chatbot to find UofSC information for future use?
13,1,1,"Hey boy, future"
13,0,1,What is your overall satisfaction from using the chatbot to find school information?
13,1,1,"Hey boy, in general"
13,0,1,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?"
13,1,1,"Hey boy, answer"
13,0,1,What is your gender?
13,1,1,"Hey boy, gender"
13,0,1,How old are you?
13,1,1,"Hey boy, age"
13,0,1,Is married?
13,1,1,"Hey boy, marriage"
13,0,1,What is your current completed education level?
13,1,1,"Hey boy, education"
13,0,1,Thank you for your participation and comments. This is all about the experiment.
14,1,1,"hello boy, hello"
14,0,1,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about applying, locations, student housing, on-campus meals, etc. How can I help it?"
14,1,1,"Hey boy, how to apply?"
14,0,1,Check the web page: https://sc.edu/apply/index.php Did you get the answer?
14,1,1,"Hey boy, helpful"
14,0,1,"Thanks, keep going!"
14,1,1,"Hey kid, how much is the application fee?"
14,0,1,The application fee for undergraduate students is $65 (common application fee without waiver); for the general graduate program it is $50. Other applications may cost more.
14,1,1,hey boy bye
14,0,1,Could you give us some feedback on your experience? There will be 5 questions.
14,1,1,"Hey boy, No"
14,0,1,Please just give us a general comment. What is your overall satisfaction from using the chatbot to find school information?
14,1,1,"Hey boy, shorty"
14,0,1,Thank you for your participation and comments. This is all about the experiment.
15,1,1,"hello boy, hello"
15,0,1,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about applying, locations, student housing, on-campus meals, etc. How can I help it?"
15,1,1,"Hey boy, how do you find a place to stay?"
15,0,1,Campus housing is primarily for first-year students. Most of the university's students and visitors use off-campus housing. Many find www.zillow.com helpful in finding an apartment or room. got the answer
15,1,1,"Hey boy, helpful"
15,0,1,"Thanks, keep going!"
15,1,1,"Hey kid, how much is the application fee?"
15,0,1,The application fee for undergraduate students is $65 (common application fee without waiver); for the general graduate program it is $50. Other applications may cost more.
