C_num,UB,User_gender,Text
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
5,0,0,Was this helpful?
5,1,0,"Hey, How to find apartment?"
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
5,0,0,Was this helpful?
5,1,0,"Hey, helpful"
5,0,0,"Thanks,  carry on!"
5,1,0,"Hey, What's the application fee ?"
5,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
5,0,0,Was this helpful?
5,1,0,"Hey, helpful"
5,0,0,"Thanks,  carry on!"
5,1,0,"Hey, End"
5,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
5,1,0,"Hey, Yes"
5,0,0,Are you satisfied with the answers to your questions?
5,1,0,"Hey, satisfy"
5,0,0,Are you satisfied with how the chatbot interacted with you?
5,1,0,"Hey, interaction"
5,0,0,To what extent will you prefer the chatbot over Google search for the answers?
5,1,0,"Hey, preference"
5,0,0,Will you choose the chatbot to find UofSC info for the future use?
5,1,0,"Hey, future"
5,0,0,What's your overall satisfaction of using the chatbot to find the school information?
5,1,0,"Hey, overall"
5,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
5,0,0,Are you currently a student studying less than 2 years at UofSC?
5,1,0,"Hey, answer"
5,0,0,What's your gender?
5,1,0,"Hey, gender"
5,0,0,What's your age?
5,1,0,"Hey, age"
5,0,0,Are you married?
5,1,0,"Hey, marriage"
5,0,0,What is your current completed education level?
5,1,0,"Hey, education"
5,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
6,1,0,"Hey, Hi"
6,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
6,1,0,"Hey, What's the applicationfee"
6,1,0,"Hey, What's the application fee"
6,1,0,"Hey, hi"
6,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
6,1,0,"Hey, How's the waether"
6,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. "
6,1,0,"Hey, what's the application fee"
6,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing
6,0,0,Was this helpful?
6,1,0,"Hey, helpful"
6,0,0,"Thanks,  carry on!"
6,1,0,"Hey, Where I can stay in columbia"
6,1,0,"Hey, Bye"
6,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
6,1,0,"Hey, Yes"
6,0,0,Are you satisfied with the answers to your questions?
6,1,0,"Hey, satisfy"
6,0,0,Are you satisfied with how the chatbot interacted with you?
6,1,0,"Hey, interaction"
6,0,0,To what extent will you prefer the chatbot over Google search for the answers?
6,1,0,"Hey, preference"
6,0,0,Will you choose the chatbot to find UofSC info for the future use?
6,1,0,"Hey, future"
6,0,0,What's your overall satisfaction of using the chatbot to find the school information?
6,1,0,"Hey, overall"
6,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
6,0,0,Are you currently a student studying less than 2 years at UofSC?
6,1,0,"Hey, answer"
6,0,0,What's your gender?
6,1,0,"Hey, gender"
6,0,0,What's your age?
6,1,0,"Hey, age"
6,0,0,Are you married?
6,1,0,"Hey, marriage"
6,0,0,What is your current completed education level?
6,1,0,"Hey, education"
6,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
7,1,0,"Hey, Hi"
7,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
7,1,0,"Hey, Hello,  where I can submit application"
7,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing
7,0,0,Was this helpful?
7,1,0,"Hey, helpful"
7,0,0,"Thanks,  carry on!"
7,1,0,"Hey, How's the weather"
7,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. "
7,1,0,"Hey, How's the student living"
7,1,0,"Hey, Where I can stay on capmpus"
7,1,0,"Hey, What's the application fee"
7,1,0,"Hey, where I can submit application"
7,1,0,"Hey, How's weather"
7,0,0,"Sorry,  I can't respond to this kind of question as I am a chatbot working for the school info request. Please ask a relevant question. "
7,1,0,"Hey, What kind of questions can you answer"
7,0,0,"I am a bot,  working for University of South Carolina,  Columbia. I can help yo with some basic questions regarding application,  locations,  student living,  school services,  etc."
7,1,0,"Hey, Where is the student living"
7,1,0,"Hey, Bye"
7,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
7,1,0,"Hey, Yes"
7,0,0,Are you satisfied with the answers to your questions?
7,1,0,"Hey, satisfy"
7,0,0,Are you satisfied with how the chatbot interacted with you?
7,1,0,"Hey, interaction"
7,0,0,To what extent will you prefer the chatbot over Google search for the answers?
7,1,0,"Hey, preference"
7,0,0,Will you choose the chatbot to find UofSC info for the future use?
7,1,0,"Hey, future"
7,0,0,What's your overall satisfaction of using the chatbot to find the school information?
7,1,0,"Hey, overall"
7,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
7,0,0,Are you currently a student studying less than 2 years at UofSC?
7,1,0,"Hey, answer"
7,0,0,What's your gender?
7,1,0,"Hey, gender"
7,0,0,What's your age?
7,1,0,"Hey, age"
7,0,0,Are you married?
7,1,0,"Hey, marriage"
7,0,0,What is your current completed education level?
7,1,0,"Hey, education"
7,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
8,1,0,"Hey, Hi"
8,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
8,1,0,"Hey, How do I get my student card"
8,0,0,Please refer to the FAQ here for answer -  https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing
8,0,0,Was this helpful?
8,1,0,"Hey, helpful"
8,0,0,"Thanks,  carry on!"
8,1,0,"Hey, Which means of transport to use"
8,1,0,"Hey, What is the typical cost for an apartment or a room"
8,1,0,"Hey, Bye"
8,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
8,1,0,"Hey, No"
8,0,0,Sorry to hear that. Please just give us an overall feedback. What's your overall satisfaction of using the chatbot to find the school information?
8,1,0,"Hey, short"
8,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
8,0,0,Are you currently a student studying less than 2 years at UofSC?
8,1,0,"Hey, answer"
8,0,0,What's your gender?
8,1,0,"Hey, gender"
8,0,0,What's your age?
8,1,0,"Hey, age"
8,0,0,Are you married?
8,1,0,"Hey, marriage"
8,0,0,What is your current completed education level?
8,1,0,"Hey, education"
8,0,0,Thank you. The last part is regarding your demographic information.
8,1,0,"Hey, Hi"
8,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
8,1,0,"Hey, student living"
8,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
8,0,0,Was this helpful?
8,1,0,"Hey, helpful"
8,0,0,"Thanks,  carry on!"
8,1,0,"Hey, How to find an apartment"
8,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
8,0,0,Was this helpful?
8,1,0,"Hey, helpful"
8,0,0,"Thanks,  carry on!"
8,1,0,"Hey, whats the price"
8,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
8,0,0,Was this helpful?
8,1,0,"Hey, helpful"
8,0,0,"Thanks,  carry on!"
8,1,0,"Hey, Bye"
8,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
8,1,0,"Hey, Yes"
8,0,0,Are you satisfied with the answers to your questions?
8,1,0,"Hey, satisfy"
8,0,0,Are you satisfied with how the chatbot interacted with you?
8,1,0,"Hey, interaction"
8,0,0,To what extent will you prefer the chatbot over Google search for the answers?
8,1,0,"Hey, preference"
8,0,0,Will you choose the chatbot to find UofSC info for the future use?
8,1,0,"Hey, future"
8,0,0,What's your overall satisfaction of using the chatbot to find the school information?
8,1,0,"Hey, overall"
8,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
8,0,0,Are you currently a student studying less than 2 years at UofSC?
8,1,0,"Hey, answer"
8,0,0,What's your gender?
8,1,0,"Hey, gender"
8,0,0,What's your age?
8,1,0,"Hey, age"
8,0,0,Are you married?
8,1,0,"Hey, marriage"
8,0,0,What is your current completed education level?
8,1,0,"Hey, education"
8,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
9,1,0,"Hey, Hi"
9,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
9,1,0,"Hey, When is the deadline to apply for Ph.D. for the spring semester?"
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
9,0,0,Was this helpful?
9,1,0,"Hey, helpful"
9,0,0,"Thanks,  carry on!"
9,1,0,"Hey, Where can I find the courses that I would need to take as a Ph.D. student in computer science and enginreering?"
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
9,0,0,Was this helpful?
9,1,0,"Hey, helpful"
9,0,0,"Thanks,  carry on!"
9,1,0,"Hey, When will be the spring break this year?"
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
9,0,0,Was this helpful?
9,1,0,"Hey, helpful"
9,0,0,"Thanks,  carry on!"
9,1,0,"Hey, Is there some services to help me (a student) find a place to live in Columbia?"
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
9,0,0,Was this helpful?
9,1,0,"Hey, helpful"
9,0,0,"Thanks,  carry on!"
9,1,0,"Hey, How many credits does a Master student needs to take per semester?"
9,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
9,0,0,Was this helpful?
9,1,0,"Hey, helpful"
9,0,0,"Thanks,  carry on!"
9,1,0,"Hey, bye"
9,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
9,1,0,"Hey, Yes"
9,0,0,Are you satisfied with the answers to your questions?
9,1,0,"Hey, satisfy"
9,0,0,Are you satisfied with how the chatbot interacted with you?
9,1,0,"Hey, interaction"
9,0,0,To what extent will you prefer the chatbot over Google search for the answers?
9,1,0,"Hey, preference"
9,0,0,Will you choose the chatbot to find UofSC info for the future use?
9,1,0,"Hey, future"
9,0,0,What's your overall satisfaction of using the chatbot to find the school information?
9,1,0,"Hey, overall"
9,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
9,0,0,Are you currently a student studying less than 2 years at UofSC?
9,1,0,"Hey, answer"
9,0,0,What's your gender?
9,1,0,"Hey, gender"
9,0,0,What's your age?
9,1,0,"Hey, age"
9,0,0,Are you married?
9,1,0,"Hey, marriage"
9,0,0,What is your current completed education level?
9,1,0,"Hey, education"
9,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
10,1,0,"Hey, Hi"
10,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
10,1,0,"Hey, I want to find temporary stay near campus"
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
10,0,0,Was this helpful?
10,1,0,"Hey, Need apartment"
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
10,0,0,Was this helpful?
10,1,0,"Hey, How to find apartment?"
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
10,0,0,Was this helpful?
10,1,0,"Hey, helpful"
10,0,0,"Thanks,  carry on!"
10,1,0,"Hey, What's the application fee ?"
10,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
10,0,0,Was this helpful?
10,1,0,"Hey, helpful"
10,0,0,"Thanks,  carry on!"
10,1,0,"Hey, End"
10,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
10,1,0,"Hey, Yes"
10,0,0,Are you satisfied with the answers to your questions?
10,1,0,"Hey, satisfy"
10,0,0,Are you satisfied with how the chatbot interacted with you?
10,1,0,"Hey, interaction"
10,0,0,To what extent will you prefer the chatbot over Google search for the answers?
10,1,0,"Hey, preference"
10,0,0,Will you choose the chatbot to find UofSC info for the future use?
10,1,0,"Hey, future"
10,0,0,What's your overall satisfaction of using the chatbot to find the school information?
10,1,0,"Hey, overall"
10,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
10,0,0,Are you currently a student studying less than 2 years at UofSC?
10,1,0,"Hey, answer"
10,0,0,What's your gender?
10,1,0,"Hey, gender"
10,0,0,What's your age?
10,1,0,"Hey, age"
10,0,0,Are you married?
10,1,0,"Hey, marriage"
10,0,0,What is your current completed education level?
10,1,0,"Hey, education"
10,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
11,1,0,"Hey, Hi"
11,0,0,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
11,1,0,"Hey, Hi"
11,1,0,"Hey, Can you tell me about shuttle services and timings please?"
11,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
11,0,0,Was this helpful?
11,1,0,"Hey, helpful"
11,0,0,"Thanks,  carry on!"
11,1,0,"Hey, Can you please help me on how to find on-campus jobs?"
11,0,0,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
11,0,0,Was this helpful?
11,1,0,"Hey, helpful"
11,0,0,"Thanks,  carry on!"
11,1,0,"Hey, Bye"
11,0,0,Could you give us some feedbacks regarding your experience? There will be 5 questions.
11,1,0,"Hey, Yes"
11,0,0,Are you satisfied with the answers to your questions?
11,1,0,"Hey, satisfy"
11,0,0,Are you satisfied with how the chatbot interacted with you?
11,1,0,"Hey, interaction"
11,0,0,To what extent will you prefer the chatbot over Google search for the answers?
11,1,0,"Hey, preference"
11,0,0,Will you choose the chatbot to find UofSC info for the future use?
11,1,0,"Hey, future"
11,0,0,What's your overall satisfaction of using the chatbot to find the school information?
11,1,0,"Hey, overall"
11,0,0,"Thanks,  that's all for the feedbacks. The last part is regarding your demographic information."
11,0,0,Are you currently a student studying less than 2 years at UofSC?
11,1,0,"Hey, answer"
11,0,0,What's your gender?
11,1,0,"Hey, gender"
11,0,0,What's your age?
11,1,0,"Hey, age"
11,0,0,Are you married?
11,1,0,"Hey, marriage"
11,0,0,What is your current completed education level?
11,1,0,"Hey, education"
11,0,0,Thanks for your participation and feedbacks. This is all about the experiment.
12,1,1,"Hey boy, Hi"
12,0,1,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
12,1,1,"Hey boy, Gow to apply?"
12,0,1,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
12,0,1,Was this helpful?
12,1,1,"Hey boy, helpful"
12,0,1,"Thanks,  carry on!"
12,1,1,"Hey boy, How to find an apartment?"
12,0,1,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
12,0,1,Was this helpful?
12,1,1,"Hey boy, helpful"
12,0,1,"Thanks,  carry on!"
12,1,1,"Hey boy, How to get the student card?"
12,0,1,Please refer to the FAQ here for answer - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing
12,0,1,Was this helpful?
12,1,1,"Hey boy, helpful"
12,0,1,"Thanks,  carry on!"
12,1,1,"Hey boy, Bye"
12,0,1,Could you give us some feedbacks regarding your experience? There will be 5 questions.
12,1,1,"Hey boy, No"
12,0,1,Sorry to hear that. Please just give us an overall feedback. What's your overall satisfaction of using the chatbot to find the school information?
12,1,1,"Hey boy, short"
12,0,1,Thanks for your participation and feedbacks. This is all about the experiment.
13,1,1,"Hey boy, Hi"
13,0,1,"Hey! Welcome to the website of University of South Carolina,  Columbia. I can help you with some basic questions regarding application,  locations,  student living,  school services,  etc. How can I help you?"
13,1,1,"Hey boy, how are you?"
13,0,1,"I am a bot,  working for University of South Carolina,  Columbia. I can help yo with some basic questions regarding application,  locations,  student living,  school services,  etc."
13,1,1,"Hey boy, student living"
