C_num,UB,User_gender,Original,Enhancement,Text
1,1,0,Level 3,"Hey, ","Hey, Level 3"
1,0,0,Level: 3,No enhancement,Level: 3
1,0,0,"For level 3, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"For level 3, we want the green sticker of the white-green edge to pair with the green centerpiece"
1,0,0,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face,No enhancement,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face
1,0,0,To pair the green stickers perform: l,No enhancement,To pair the green stickers perform: l
1,0,0,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,solve,"Hey, ","Hey, solve"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,Great job!,No enhancement,Great job!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
1,1,0,level 4,"Hey, ","Hey, level 4"
1,0,0,Level: 4,No enhancement,Level: 4
1,0,0,"To complete level 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired",No enhancement,"To complete level 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired"
1,0,0,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this level multiple times",No enhancement,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this level multiple times"
1,0,0,To pair the green stickers perform the following moves: r	u	'	r	'	u,No enhancement,To pair the green stickers perform the following moves: r	u	'	r	'	u
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,solvw,"Hey, ","Hey, solvw"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
1,1,0,level 5 ,"Hey, ","Hey, level 5 "
1,0,0,Level: 5,No enhancement,Level: 5
1,0,0,"In level 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross",No enhancement,"In level 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross"
1,0,0,"Right now, the green sticker is on the down face and the white piece is on the front face",No enhancement,"Right now, the green sticker is on the down face and the white piece is on the front face"
1,0,0,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	',No enhancement,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	'
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,solve,"Hey, ","Hey, solve"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
1,1,0,Level 6,"Hey, ","Hey, Level 6"
1,0,0,Level: 6,No enhancement,Level: 6
1,0,0,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face",No enhancement,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face"
1,0,0,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u",No enhancement,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u"
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,Solve,"Hey, ","Hey, Solve"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
1,1,0,Level 7,"Hey, ","Hey, Level 7"
1,0,0,Level: 7,No enhancement,Level: 7
1,0,0,"For level 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face",No enhancement,"For level 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face"
1,0,0,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	',No enhancement,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	'
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,Solve,"Hey, ","Hey, Solve"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,Nice job!,No enhancement,Nice job!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
1,1,0,level 8,"Hey, ","Hey, level 8"
1,0,0,Level: 8,No enhancement,Level: 8
1,0,0,"When we're finished with level 8, the white and green stickers of the white-green edge piece will be paired with their centerpieces",No enhancement,"When we're finished with level 8, the white and green stickers of the white-green edge piece will be paired with their centerpieces"
1,0,0,"Right now, the green sticker is on the down face and the white sticker is on the back face",No enhancement,"Right now, the green sticker is on the down face and the white sticker is on the back face"
1,0,0,"There are two different ways to handle this level, so feel free to go through it multiple times",No enhancement,"There are two different ways to handle this level, so feel free to go through it multiple times"
1,0,0,"To put the edge piece in place for this cube configuration, we can use the following moves: d	r	f	'	r	'",No enhancement,"To put the edge piece in place for this cube configuration, we can use the following moves: d	r	f	'	r	'"
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,Solve,"Hey, ","Hey, Solve"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,You're doing awesome!,No enhancement,You're doing awesome!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
1,1,0,level 9,"Hey, ","Hey, level 9"
1,0,0,Level: 9,No enhancement,Level: 9
1,0,0,"On our final level, we will pair the green sticker of the white-green edge with the green centerpiece",No enhancement,"On our final level, we will pair the green sticker of the white-green edge with the green centerpiece"
1,0,0,"Currently, the green sticker is on the back face and the white sticker is on the up face",No enhancement,"Currently, the green sticker is on the back face and the white sticker is on the up face"
1,0,0,We will put the edge in place by completing these moves: b	u	l	l	u	',No enhancement,We will put the edge in place by completing these moves: b	u	l	l	u	'
1,0,0,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
1,0,0,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
1,1,0,Solve,"Hey, ","Hey, Solve"
1,0,0,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
1,0,0,You're learning so quickly!,No enhancement,You're learning so quickly!
1,0,0,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,0,1,"Hello, welcome to ALLURE! I'm Ally and I want to teach everyone how to solve a Rubik's Cube.",No enhancement,"Hello, welcome to ALLURE! I'm Ally and I want to teach everyone how to solve a Rubik's Cube."
2,0,1,Today we'll learn the different moves you need to know to solve the white cross.,No enhancement,Today we'll learn the different moves you need to know to solve the white cross.
2,0,1, Would you like to hear more about the white cross and how we will learn the moves?,No enhancement, Would you like to hear more about the white cross and how we will learn the moves?
2,1,1,Yes,"Hey boy, ","Hey boy, Yes"
2,0,1,Let's talk about the white cross!,No enhancement,Let's talk about the white cross!
2,0,1," First, what does the white cross even look like? On the UP face, the white cross will have the white centerpiece with the white edge pieces forming the cross. It is also important that color stickers of the white edge pieces are paired with their matching color centerpieces.",No enhancement," First, what does the white cross even look like? On the UP face, the white cross will have the white centerpiece with the white edge pieces forming the cross. It is also important that color stickers of the white edge pieces are paired with their matching color centerpieces."
2,0,1, We can see an example of the white cross below.,No enhancement, We can see an example of the white cross below.
2,0,1,,No enhancement,
2,0,1,"Today, I'll teach you the moves to solve the white cross by focusing on putting the white-green edge piece in its correct place. By learning these moves for the white-green edge piece, you can apply them to the other white edge pieces and solve the white cross.",No enhancement,"Today, I'll teach you the moves to solve the white cross by focusing on putting the white-green edge piece in its correct place. By learning these moves for the white-green edge piece, you can apply them to the other white edge pieces and solve the white cross."
2,1,1,Continue,"Hey boy, ","Hey boy, Continue"
2,0,1,We've broken the moves you need to know into different levels which will gradually increase in complexity.,No enhancement,We've broken the moves you need to know into different levels which will gradually increase in complexity.
2,0,1," In each level, I'll guide you through finding the white-green edge piece and how you can move it to put it in place.",No enhancement," In each level, I'll guide you through finding the white-green edge piece and how you can move it to put it in place."
2,0,1," To see the move performed on the virtual cube, just type in 'Solve'.",No enhancement," To see the move performed on the virtual cube, just type in 'Solve'."
2,0,1,Awesome! Go ahead and pick a level to start learning:,No enhancement,Awesome! Go ahead and pick a level to start learning:
2,1,1,Level 1,"Hey boy, ","Hey boy, Level 1"
2,1,1,Level `,"Hey boy, ","Hey boy, Level `"
2,1,1,Level 1,"Hey boy, ","Hey boy, Level 1"
2,0,1,Level: 1,No enhancement,Level: 1
2,0,1,"In level 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too",No enhancement,"In level 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too"
2,0,1,Turn the front face until the white-green edge piece completes the White Cross.,No enhancement,Turn the front face until the white-green edge piece completes the White Cross.
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,Solve,"Hey boy, ","Hey boy, Solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 2,"Hey boy, ","Hey boy, level 2"
2,0,1,Level: 2,No enhancement,Level: 2
2,0,1,"In level two, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"In level two, we want the green sticker of the white-green edge to pair with the green centerpiece"
2,0,1,"Since the white sticker of the edge piece is on the down face, rotate the down face until the green stickers match.",No enhancement,"Since the white sticker of the edge piece is on the down face, rotate the down face until the green stickers match."
2,0,1,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,solve,"Hey boy, ","Hey boy, solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,You're doing awesome!,No enhancement,You're doing awesome!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 3,"Hey boy, ","Hey boy, level 3"
2,0,1,Level: 3,No enhancement,Level: 3
2,0,1,"For level 3, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"For level 3, we want the green sticker of the white-green edge to pair with the green centerpiece"
2,0,1,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face,No enhancement,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face
2,0,1,To pair the green stickers perform: l,No enhancement,To pair the green stickers perform: l
2,0,1,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,solve,"Hey boy, ","Hey boy, solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,You're doing awesome!,No enhancement,You're doing awesome!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 4,"Hey boy, ","Hey boy, level 4"
2,0,1,Level: 4,No enhancement,Level: 4
2,0,1,"To complete level 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired",No enhancement,"To complete level 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired"
2,0,1,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this level multiple times",No enhancement,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this level multiple times"
2,0,1,To pair the green stickers perform the following moves: l	'	u	l	u	',No enhancement,To pair the green stickers perform the following moves: l	'	u	l	u	'
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,solve,"Hey boy, ","Hey boy, solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,Nice job!,No enhancement,Nice job!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 5,"Hey boy, ","Hey boy, level 5"
2,0,1,Level: 5,No enhancement,Level: 5
2,0,1,"In level 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross",No enhancement,"In level 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross"
2,0,1,"Right now, the green sticker is on the down face and the white piece is on the front face",No enhancement,"Right now, the green sticker is on the down face and the white piece is on the front face"
2,0,1,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	',No enhancement,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	'
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,Solve,"Hey boy, ","Hey boy, Solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,You're doing awesome!,No enhancement,You're doing awesome!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 6,"Hey boy, ","Hey boy, level 6"
2,0,1,Level: 6,No enhancement,Level: 6
2,0,1,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face",No enhancement,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face"
2,0,1,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u",No enhancement,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u"
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,Solve,"Hey boy, ","Hey boy, Solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,You're doing awesome!,No enhancement,You're doing awesome!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 6,"Hey boy, ","Hey boy, level 6"
2,0,1,Level: 6,No enhancement,Level: 6
2,0,1,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face",No enhancement,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face"
2,0,1,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u",No enhancement,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u"
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,level 7,"Hey boy, ","Hey boy, level 7"
2,0,1,Level: 7,No enhancement,Level: 7
2,0,1,"For level 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face",No enhancement,"For level 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face"
2,0,1,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	',No enhancement,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	'
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,Solve,"Hey boy, ","Hey boy, Solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,Nice job!,No enhancement,Nice job!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 8,"Hey boy, ","Hey boy, level 8"
2,0,1,Level: 8,No enhancement,Level: 8
2,0,1,"When we're finished with level 8, the white and green stickers of the white-green edge piece will be paired with their centerpieces",No enhancement,"When we're finished with level 8, the white and green stickers of the white-green edge piece will be paired with their centerpieces"
2,0,1,"Right now, the green sticker is on the down face and the white sticker is on the back face",No enhancement,"Right now, the green sticker is on the down face and the white sticker is on the back face"
2,0,1,"There are two different ways to handle this level, so feel free to go through it multiple times",No enhancement,"There are two different ways to handle this level, so feel free to go through it multiple times"
2,0,1,"To put the edge piece in place for this cube configuration, we can use the following moves: d	r	f	'	r	'",No enhancement,"To put the edge piece in place for this cube configuration, we can use the following moves: d	r	f	'	r	'"
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,solve,"Hey boy, ","Hey boy, solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,Nice job!,No enhancement,Nice job!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
2,1,1,level 9,"Hey boy, ","Hey boy, level 9"
2,0,1,Level: 9,No enhancement,Level: 9
2,0,1,"On our final level, we will pair the green sticker of the white-green edge with the green centerpiece",No enhancement,"On our final level, we will pair the green sticker of the white-green edge with the green centerpiece"
2,0,1,"Currently, the green sticker is on the back face and the white sticker is on the up face",No enhancement,"Currently, the green sticker is on the back face and the white sticker is on the up face"
2,0,1,We will put the edge in place by completing these moves: b	u	l	l	u	',No enhancement,We will put the edge in place by completing these moves: b	u	l	l	u	'
2,0,1,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
2,0,1,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
2,1,1,Solve,"Hey boy, ","Hey boy, Solve"
2,0,1,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
2,0,1,Nice job!,No enhancement,Nice job!
2,0,1,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,0,2,"Hello, welcome to ALLURE! I'm Ally and I want to teach everyone how to solve a Rubik's Cube.",No enhancement,"Hello, welcome to ALLURE! I'm Ally and I want to teach everyone how to solve a Rubik's Cube."
3,0,2,Today we'll learn the different moves you need to know to solve the white cross.,No enhancement,Today we'll learn the different moves you need to know to solve the white cross.
3,0,2, Would you like to hear more about the white cross and how we will learn the moves?,No enhancement, Would you like to hear more about the white cross and how we will learn the moves?
3,1,2,No,"Hey girl, ","Hey girl, No"
3,0,2,Awesome! Go ahead and pick a level to start learning:,No enhancement,Awesome! Go ahead and pick a level to start learning:
3,1,2,Level 1,"Hey girl, ","Hey girl, Level 1"
3,1,2,Level 1,"Hey girl, ","Hey girl, Level 1"
3,0,2,Level: 1,No enhancement,Level: 1
3,0,2,"In level 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too",No enhancement,"In level 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too"
3,0,2,Turn the front face until the white-green edge piece completes the White Cross.,No enhancement,Turn the front face until the white-green edge piece completes the White Cross.
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 1,"Hey girl, ","Hey girl, Level 1"
3,0,2,Level: 1,No enhancement,Level: 1
3,0,2,"In level 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too",No enhancement,"In level 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too"
3,0,2,Turn the front face until the white-green edge piece completes the White Cross.,No enhancement,Turn the front face until the white-green edge piece completes the White Cross.
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,Great job!,No enhancement,Great job!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 2,"Hey girl, ","Hey girl, Level 2"
3,0,2,Level: 2,No enhancement,Level: 2
3,0,2,"In level two, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"In level two, we want the green sticker of the white-green edge to pair with the green centerpiece"
3,0,2,"Since the white sticker of the edge piece is on the down face, rotate the down face until the green stickers match.",No enhancement,"Since the white sticker of the edge piece is on the down face, rotate the down face until the green stickers match."
3,0,2,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,You're learning so quickly!,No enhancement,You're learning so quickly!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 3,"Hey girl, ","Hey girl, Level 3"
3,0,2,Level: 3,No enhancement,Level: 3
3,0,2,"For level 3, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"For level 3, we want the green sticker of the white-green edge to pair with the green centerpiece"
3,0,2,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face,No enhancement,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face
3,0,2,To pair the green stickers perform: r	',No enhancement,To pair the green stickers perform: r	'
3,0,2,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in level 1 to put the white-green edge piece in place."
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,You're doing awesome!,No enhancement,You're doing awesome!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 4,"Hey girl, ","Hey girl, Level 4"
3,0,2,Level: 4,No enhancement,Level: 4
3,0,2,"To complete level 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired",No enhancement,"To complete level 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired"
3,0,2,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this level multiple times",No enhancement,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this level multiple times"
3,0,2,To pair the green stickers perform the following moves: r	u	'	r	'	u,No enhancement,To pair the green stickers perform the following moves: r	u	'	r	'	u
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,You're doing awesome!,No enhancement,You're doing awesome!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 5,"Hey girl, ","Hey girl, Level 5"
3,0,2,Level: 5,No enhancement,Level: 5
3,0,2,"In level 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross",No enhancement,"In level 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross"
3,0,2,"Right now, the green sticker is on the down face and the white piece is on the front face",No enhancement,"Right now, the green sticker is on the down face and the white piece is on the front face"
3,0,2,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	',No enhancement,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	'
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,Nice job!,No enhancement,Nice job!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 6,"Hey girl, ","Hey girl, Level 6"
3,0,2,Level: 6,No enhancement,Level: 6
3,0,2,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face",No enhancement,"In level 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face"
3,0,2,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u",No enhancement,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u"
3,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
3,1,2,Solve,"Hey girl, ","Hey girl, Solve"
3,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
3,0,2,You're learning so quickly!,No enhancement,You're learning so quickly!
3,0,2,Choose another level or repeat this one:,No enhancement,Choose another level or repeat this one:
3,1,2,Level 7,"Hey girl, ","Hey girl, Level 7"
