C_num,UB,User_gender,Text,Sentiment
3,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
3,1,0,hello future,0.0
3,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
3,1,0,"hello, generally",0.05
3,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
3,1,0,hear answers,0.0
3,0,0,What is your gender?,0.0
3,1,0,hey gender,0.0
3,0,0,How old are you?,0.1
3,1,0,hey age,0.0
3,0,0,Is married?,0.25
3,1,0,hello marriage,0.0
3,0,0,What is your current completed education level?,0.0
3,1,0,"hey, education",0.0
3,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
4,1,0,hey hi,0.0
4,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
4,1,0,"Hey, when is the deadline to apply for PhD? for the spring semester?",0.0
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
4,1,0,"hey, useful",0.3
4,0,0,"Thanks, keep going!",0.25
4,1,0,"Hey, where can I find the courses I would need to take as a PhD? computer science and engineering student",0.0
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
4,1,0,"hey, useful",0.3
4,0,0,"Thanks, keep going!",0.25
4,1,0,"Hey, when is spring break this year?",0.0
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
4,1,0,"hey, useful",0.3
4,0,0,"Thanks, keep going!",0.25
4,1,0,"Hey, is there a service to help me (a student) find a place to live in Columbia?",0.14
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
4,1,0,"hey, useful",0.3
4,0,0,"Thanks, keep going!",0.25
4,1,0,"Hey, how many credits does a master's student need to take per semester?",0.5
4,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
4,1,0,"hey, useful",0.3
4,0,0,"Thanks, keep going!",0.25
4,1,0,Hello Goodbye,0.0
4,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
4,1,0,Hi Yes,0.0
4,0,0,Are you satisfied with the answers to your questions?,0.5
4,1,0,"Hey, satisfy",0.0
4,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
4,1,0,"hey, interaction",0.0
4,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
4,1,0,hi preference,0.0
4,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
4,1,0,hello future,0.0
4,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
4,1,0,"hello, generally",0.05
4,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
4,1,0,hear answers,0.0
4,0,0,What is your gender?,0.0
4,1,0,hey gender,0.0
4,0,0,How old are you?,0.1
4,1,0,hey age,0.0
4,0,0,Is married?,0.25
4,1,0,hello marriage,0.0
4,0,0,What is your current completed education level?,0.0
4,1,0,"hey, education",0.0
4,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
5,1,0,hey hi,0.0
5,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
5,1,0,"Hey, I want to find a temporary stay near campus.",0.1
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
5,1,0,"Hey, I need an apartment",0.0
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
5,1,0,"Hey, how to find an apartment?",0.0
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
5,1,0,"hey, useful",0.3
5,0,0,"Thanks, keep going!",0.25
5,1,0,"Hey, what is the application fee?",0.0
5,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
5,1,0,"hey, useful",0.3
5,0,0,"Thanks, keep going!",0.25
5,1,0,"hello, end",0.0
5,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
5,1,0,Hi Yes,0.0
5,0,0,Are you satisfied with the answers to your questions?,0.5
5,1,0,"Hey, satisfy",0.0
5,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
5,1,0,"hey, interaction",0.0
5,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
5,1,0,hi preference,0.0
5,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
5,1,0,hello future,0.0
5,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
5,1,0,"hello, generally",0.05
5,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
5,1,0,hear answers,0.0
5,0,0,What is your gender?,0.0
5,1,0,hey gender,0.0
5,0,0,How old are you?,0.1
5,1,0,hey age,0.0
5,0,0,Is married?,0.25
5,1,0,hello marriage,0.0
5,0,0,What is your current completed education level?,0.0
5,1,0,"hey, education",0.0
5,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
6,1,0,hey hi,0.0
6,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
6,1,0,"Hey, what is the application fee? Hey, what is the application fee? Hey, hello",0.0
6,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
6,1,0,"Hey, how's the weather?",0.0
6,0,0,Sorry I can't answer this type of question because I am a chatbot working for the school information request. Please ask a relevant question.,-0.05
6,1,0,"Hey, what is the application fee?",0.0
6,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Helpful?,0.0
6,1,0,"hey, useful",0.3
6,0,0,"Thanks, keep going!",0.25
6,1,0,"Hey, where can I stay in Colombia? hey bye",0.0
6,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
6,1,0,Hi Yes,0.0
6,0,0,Are you satisfied with the answers to your questions?,0.5
6,1,0,"Hey, satisfy",0.0
6,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
6,1,0,"hey, interaction",0.0
6,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
6,1,0,hi preference,0.0
6,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
6,1,0,hello future,0.0
6,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
6,1,0,"hello, generally",0.05
6,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
6,1,0,hear answers,0.0
6,0,0,What is your gender?,0.0
6,1,0,hey gender,0.0
6,0,0,How old are you?,0.1
6,1,0,hey age,0.0
6,0,0,Is married?,0.25
6,1,0,hello marriage,0.0
6,0,0,What is your current completed education level?,0.0
6,1,0,"hey, education",0.0
6,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
7,1,0,hey hi,0.0
7,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
7,1,0,"Hey hi, where can I apply?",0.0
7,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Helpful?,0.0
7,1,0,"hey, useful",0.3
7,0,0,"Thanks, keep going!",0.25
7,1,0,"Hey, how's the weather?",0.0
7,0,0,Sorry I can't answer this type of question because I am a chatbot working for the school information request. Please ask a relevant question.,-0.05
7,1,0,"Hey, how does the student live? Hey, where can I stay on campus? Hey, what is the application fee? Hey, where can I send the application? Hey, how's the weather?",0.14
7,0,0,Sorry I can't answer this type of question because I am a chatbot working for the school information request. Please ask a relevant question.,-0.05
7,1,0,"Hey, what kind of questions can you answer?",0.6
7,0,0,"I'm a bot and I work for the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc.",0.0
7,1,0,"Hey, where does the student live? Hey, bye.",0.14
7,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
7,1,0,Hi Yes,0.0
7,0,0,Are you satisfied with the answers to your questions?,0.5
7,1,0,"Hey, satisfy",0.0
7,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
7,1,0,"hey, interaction",0.0
7,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
7,1,0,hi preference,0.0
7,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
7,1,0,hello future,0.0
7,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
7,1,0,"hello, generally",0.05
7,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
7,1,0,hear answers,0.0
7,0,0,What is your gender?,0.0
7,1,0,hey gender,0.0
7,0,0,How old are you?,0.1
7,1,0,hey age,0.0
7,0,0,Is married?,0.25
7,1,0,hello marriage,0.0
7,0,0,What is your current completed education level?,0.0
7,1,0,"hey, education",0.0
7,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
8,1,0,hey hi,0.0
8,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
8,1,0,"Hello, how do I get my student card?",0.0
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1bjpTNPy11cH-OCCeXjdwwAhSilXm7Aj4/view?usp=sharing Helpful?,0.0
8,1,0,"hey, useful",0.3
8,0,0,"Thanks, keep going!",0.25
8,1,0,"Hey, what means of transportation to use? Hey, what is the typical cost of an apartment or a room? Hey, bye.",-0.17
8,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
8,1,0,"Hey, No",0.0
8,0,0,I'm sorry to hear that. Please just give us a general comment. What is your overall satisfaction from using the chatbot to find school information?,-0.15
8,1,0,"hello, short",0.0
8,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
8,1,0,hear answers,0.0
8,0,0,What is your gender?,0.0
8,1,0,hey gender,0.0
8,0,0,How old are you?,0.1
8,1,0,hey age,0.0
8,0,0,Is married?,0.25
8,1,0,hello marriage,0.0
8,0,0,What is your current completed education level?,0.0
8,1,0,"hey, education",0.0
8,0,0,Thank you. The last part refers to your demographic information.,0.0
8,1,0,hey hi,0.0
8,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
8,1,0,hey student life,0.0
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
8,1,0,"hey, useful",0.3
8,0,0,"Thanks, keep going!",0.25
8,1,0,"Hey, how to find an apartment?",0.0
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
8,1,0,"hey, useful",0.3
8,0,0,"Thanks, keep going!",0.25
8,1,0,Hello. What's the price,0.0
8,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
8,1,0,"hey, useful",0.3
8,0,0,"Thanks, keep going!",0.25
8,1,0,Hello Goodbye,0.0
8,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
8,1,0,Hi Yes,0.0
8,0,0,Are you satisfied with the answers to your questions?,0.5
8,1,0,"Hey, satisfy",0.0
8,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
8,1,0,"hey, interaction",0.0
8,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
8,1,0,hi preference,0.0
8,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
8,1,0,hello future,0.0
8,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
8,1,0,"hello, generally",0.05
8,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
8,1,0,hear answers,0.0
8,0,0,What is your gender?,0.0
8,1,0,hey gender,0.0
8,0,0,How old are you?,0.1
8,1,0,hey age,0.0
8,0,0,Is married?,0.25
8,1,0,hello marriage,0.0
8,0,0,What is your current completed education level?,0.0
8,1,0,"hey, education",0.0
8,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
9,1,0,hey hi,0.0
9,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
9,1,0,"Hey, when is the deadline to apply for PhD? for the spring semester?",0.0
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
9,1,0,"hey, useful",0.3
9,0,0,"Thanks, keep going!",0.25
9,1,0,"Hey, where can I find the courses I would need to take as a PhD? computer science and engineering student",0.0
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
9,1,0,"hey, useful",0.3
9,0,0,"Thanks, keep going!",0.25
9,1,0,"Hey, when is spring break this year?",0.0
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
9,1,0,"hey, useful",0.3
9,0,0,"Thanks, keep going!",0.25
9,1,0,"Hey, is there a service to help me (a student) find a place to live in Columbia?",0.14
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
9,1,0,"hey, useful",0.3
9,0,0,"Thanks, keep going!",0.25
9,1,0,"Hey, how many credits does a master's student need to take per semester?",0.5
9,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
9,1,0,"hey, useful",0.3
9,0,0,"Thanks, keep going!",0.25
9,1,0,Hello Goodbye,0.0
9,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
9,1,0,Hi Yes,0.0
9,0,0,Are you satisfied with the answers to your questions?,0.5
9,1,0,"Hey, satisfy",0.0
9,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
9,1,0,"hey, interaction",0.0
9,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
9,1,0,hi preference,0.0
9,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
9,1,0,hello future,0.0
9,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
9,1,0,"hello, generally",0.05
9,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
9,1,0,hear answers,0.0
9,0,0,What is your gender?,0.0
9,1,0,hey gender,0.0
9,0,0,How old are you?,0.1
9,1,0,hey age,0.0
9,0,0,Is married?,0.25
9,1,0,hello marriage,0.0
9,0,0,What is your current completed education level?,0.0
9,1,0,"hey, education",0.0
9,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
10,1,0,hey hi,0.0
10,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
10,1,0,"Hey, I want to find a temporary stay near campus.",0.1
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
10,1,0,"Hey, I need an apartment",0.0
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
10,1,0,"Hey, how to find an apartment?",0.0
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
10,1,0,"hey, useful",0.3
10,0,0,"Thanks, keep going!",0.25
10,1,0,"Hey, what is the application fee?",0.0
10,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
10,1,0,"hey, useful",0.3
10,0,0,"Thanks, keep going!",0.25
10,1,0,"hello, end",0.0
10,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
10,1,0,Hi Yes,0.0
10,0,0,Are you satisfied with the answers to your questions?,0.5
10,1,0,"Hey, satisfy",0.0
10,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
10,1,0,"hey, interaction",0.0
10,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
10,1,0,hi preference,0.0
10,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
10,1,0,hello future,0.0
10,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
10,1,0,"hello, generally",0.05
10,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
10,1,0,hear answers,0.0
10,0,0,What is your gender?,0.0
10,1,0,hey gender,0.0
10,0,0,How old are you?,0.1
10,1,0,hey age,0.0
10,0,0,Is married?,0.25
10,1,0,hello marriage,0.0
10,0,0,What is your current completed education level?,0.0
10,1,0,"hey, education",0.0
10,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
11,1,0,hey hi,0.0
11,0,0,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
11,1,0,"Hey hi, can you tell me about the shuttle services and timetables please?",0.0
11,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
11,1,0,"hey, useful",0.3
11,0,0,"Thanks, keep going!",0.25
11,1,0,"Hey, can you help me find jobs on campus?",0.0
11,0,0,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
11,1,0,"hey, useful",0.3
11,0,0,"Thanks, keep going!",0.25
11,1,0,Hello Goodbye,0.0
11,0,0,Could you give us some feedback on your experience? There will be 5 questions.,0.0
11,1,0,Hi Yes,0.0
11,0,0,Are you satisfied with the answers to your questions?,0.5
11,1,0,"Hey, satisfy",0.0
11,0,0,Are you satisfied with the way the chatbot interacted with you?,0.5
11,1,0,"hey, interaction",0.0
11,0,0,To what extent will you prefer the chatbot to searching for answers on Google?,0.0
11,1,0,hi preference,0.0
11,0,0,Will you choose the chatbot to find UofSC information for future use?,0.0
11,1,0,hello future,0.0
11,0,0,What is your overall satisfaction from using the chatbot to find school information?,0.0
11,1,0,"hello, generally",0.05
11,0,0,"Thanks, that's all for the comments. The last part refers to your demographic information. Are you currently a student studying less than 2 years at UofSC?",0.01
11,1,0,hear answers,0.0
11,0,0,What is your gender?,0.0
11,1,0,hey gender,0.0
11,0,0,How old are you?,0.1
11,1,0,hey age,0.0
11,0,0,Is married?,0.25
11,1,0,hello marriage,0.0
11,0,0,What is your current completed education level?,0.0
11,1,0,"hey, education",0.0
11,0,0,Thank you for your participation and comments. This is all about the experiment.,0.0
12,1,1,"hello boy, hello",0.0
12,0,1,"Hey! Welcome to the website of the University of South Carolina, Columbia. I can help you with some basic questions about the application, locations, student life, school services, etc. How can I help it?",0.4
12,1,1,"Hey boy, how to apply?",0.0
12,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
12,1,1,"Hey boy, helpful",0.0
12,0,1,"Thanks, keep going!",0.25
12,1,1,"Hey kid, how do you find an apartment?",0.0
12,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
12,1,1,"Hey boy, helpful",0.0
12,0,1,"Thanks, keep going!",0.25
12,1,1,"Hey boy, how to get the student card?",0.0
12,0,1,Check out the FAQ here for an answer: https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Helpful?,0.0
12,1,1,"Hey boy, helpful",0.0
12,0,1,"Thanks, keep going!",0.25
12,1,1,"hello boy, bye",0.0
12,0,1,Could you give us some feedback on your experience? There will be 5 questions.,0.0
12,1,1,"Hey boy, No",0.0
